id,position,position_HC_standard,Ranks,v2.0,status,full_name,intermediate_name,short_name,CARLsim_name,short_name_gaa_201411131347,Diff,compact_name,abbreviation,supertype,type_subtype,explanatory_notes,interneuron_specific_flag,pre_subregion_modifier,subregion,post_subregion_modifier,include_subregion,excit_inhib,axon_dendrite_pattern,format,p,soma_pattern,projection_pattern,EC_layer,pre-modifiers,core,post-modifiers,pre-modifiers_plus_core_plus_post-modifiers,pre-modifiers_plus_core_plus_post-modifiers_alternate,short_name_alternate
2034,,,10,,on-hold,CA3 (i)23100 ACA,CA3 (i)23100 () ACA,CA3 ACA,,CA3 ACA,,CA3 ACA,CA3 ACA,,,,,,CA3,,1,i,23100,00000,,,,,,ACA,,ACA,ACA,CA3 ACA (i)
2037,,,10,,on-hold,CA3 (i)02320 MFA-3,CA3 (i)02320 () MFA-3,CA3 MFA-3,,CA3 MFA-3,,CA3 MFA-3,CA3 MFA-3,,,,,,CA3,,1,i,02320,00000,,,,,,MFA-3,,MFA-3,MFA-3,CA3 MFA-3 (i)
2041,,,10,,on-hold,CA3 (i)02130 RSBC (CCK+),CA3 (i)02130 () RSBC (CCK+),CA3 RSBC (CCK+),,CA3 RSBC (CCK+),,CA3 RSBC (CCK+),CA3 RSBC (CCK+),,,,,,CA3,,1,i,02130,00000,,,,,,RSBC (CCK+),,RSBC (CCK+),RSBC (CCK+),CA3 RSBC (CCK+) (i)
2053,,,10,,on-hold,CA3 (i)02232 Quadrilayer Basket CCK+,CA3 (i)02232 (0SSS0) Quadrilayer Basket CCK+,CA3 Quadrilayer Basket CCK+,CA3 Quadrilayer Basket CCK+,CA3 Quadrilayer BC,,CA3 quad BC,CA3 quad BC,S110702:Perisomatic-targeting:Basket:CA3,type,"CA3 clarifies the subregion of origin, since the name is otherwise generic. These cells are known to be CCK+. The phrase ""quadrilayer"" denotes the fact that the dendrites do not extend into SLM.",,,CA3,,1,i,02232,00000,,0SSS0,,,Quadrilayer,Basket,CCK+,Quadrilayer Basket CCK+,Basket Quadrilayer CCK+,CA3 Basket Quadrilayer CCK+ (i)
2054,,,10,,on-hold,CA3 (i)02332 LP-Targeting Quadrilayer Basket CCK+,CA3 (i)02332 (0SSS0) LP-Targeting Quadrilayer Basket CCK+,CA3 LP-Targeting Quadrilayer Basket CCK+,CA3 LP-Targeting Quadrilayer Basket CCK+,CA3 LP-Target Quadrilayer BC,,CA3 LP-qBC CCK+,CA3 LP-qBC CCK+,S110802:Perisomatic-targeting:Basket CCK+:CA3,type,"CA3 clarifies the subregion of origin, since the name is otherwise generic. These cells are known to be CCK+. The phrase ""quadrilayer"" denotes the fact that the dendrites do not extend into SLM. The phrase ""LP-Targeting"" denotes the fact that the axons invade SL and SP.",,,CA3,,1,i,02332,00000,,0SSS0,,,LP-Targeting Quadrilayer,Basket,CCK+,LP-Targeting Quadrilayer Basket CCK+,Basket LP-Targeting Quadrilayer CCK+,CA3 Basket LP-Targeting Quadrilayer CCK+ (i)
2055,,,10,,on-hold,CA3 (e)30000 Cajal-Retzius,CA3 (e)30000 () Cajal-Retzius,CA3 Cajal-Retzius,,CA3 Cajal-Retzius,,CA3 Cajal-Retzius,CA3 Cajal-Retzius,,,,,,CA3,,1,e,30000,00000,,,,,,Cajal-Retzius,,Cajal-Retzius,Cajal-Retzius,CA3 Cajal-Retzius (e)
2057,,,10,,on-hold,CA3 (i)33020 perforant-path-associated cell (CB1+),CA3 (i)33020 () perforant-path-associated cell (CB1+),CA3 perforant-path-associated cell (CB1+),,CA3 perforant-path-associated cell (CB1+),,CA3 perforant-path-associated cell (CB1+),CA3 perforant-path-associated cell (CB1+),,,,,,CA3,,1,i,33020,00000,,,,,,perforant-path-associated cell (CB1+),,perforant-path-associated cell (CB1+),perforant-path-associated cell (CB1+),CA3 perforant-path-associated cell (CB1+) (i)
2058,,,10,,on-hold,CA3 (i)33000p-DG_1100-CA2_3000 new misc interneuron,CA3 (i)33000p () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,33000,00000,p,,DG_1100-CA2_3000,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2061,,,10,,on-hold,CA3 (i)23300 new misc interneuron,CA3 (i)23300 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,23300,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2062,,,10,,on-hold,CA3 (i)23000p-DG_1100-CA2_2300 new misc interneuron,CA3 (i)23000p () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,23000,00000,p,,DG_1100-CA2_2300,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2063,,,10,,on-hold,CA3 (i)22232p-CA2_0010-CA1_0010 BC,CA3 (i)22232p () BC,CA3 BC,,CA3 BC,,CA3 BC,CA3 BC,,,,,,CA3,,1,i,22232,00000,p,,CA2_0010-CA1_0010,,,BC,,BC,BC,CA3 BC (i)
2064,,,10,,on-hold,CA3 (i)21113 new misc interneuron,CA3 (i)21113 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,21113,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2065,,,10,,on-hold,CA3 (i)20232 chandelier,CA3 (i)20232 () chandelier,CA3 chandelier,,CA3 chandelier,,CA3 chandelier,CA3 chandelier,,,,,,CA3,,1,i,20232,00000,,,,,,chandelier,,chandelier,chandelier,CA3 chandelier (i)
2066,,,10,,on-hold,CA3 (i)13333 new misc interneuron,CA3 (i)13333 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,13333,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2067,,,10,,on-hold,CA3 (i)13222 dendritic-layer-innervating (CB1+),CA3 (i)13222 () dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,,,,,CA3,,1,i,13222,00000,,,,,,dendritic-layer-innervating (CB1+),,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+) (i)
2068,,,10,,on-hold,CA3 (i)13200 new misc interneuron,CA3 (i)13200 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,13200,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2069,,,10,,on-hold,CA3 (i)13001p-DG_1001 dendritic-layer-innervating (CB1+),CA3 (i)13001p () dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,,,,,CA3,,1,i,13001,00000,p,,DG_1001,,,dendritic-layer-innervating (CB1+),,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+) (i)
2070,,,10,,on-hold,CA3 (i)13000 perforant-path-associated cell (CB1+),CA3 (i)13000 () perforant-path-associated cell (CB1+),CA3 perforant-path-associated cell (CB1+),,CA3 perforant-path-associated cell (CB1+),,CA3 perforant-path-associated cell (CB1+),CA3 perforant-path-associated cell (CB1+),,,,,,CA3,,1,i,13000,00000,,,,,,perforant-path-associated cell (CB1+),,perforant-path-associated cell (CB1+),perforant-path-associated cell (CB1+),CA3 perforant-path-associated cell (CB1+) (i)
2071,,,10,,on-hold,CA3 (i)11112 new misc interneuron,CA3 (i)11112 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,11112,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2072,,,10,,on-hold,CA3 (i)03333p-DG_0113 mossy-fiber-associated cell (CB1+),CA3 (i)03333p () mossy-fiber-associated cell (CB1+),CA3 mossy-fiber-associated cell (CB1+),,CA3 mossy-fiber-associated cell (CB1+),,CA3 mossy-fiber-associated cell (CB1+),CA3 mossy-fiber-associated cell (CB1+),,,,,,CA3,,1,i,03333,00000,p,,DG_0113,,,mossy-fiber-associated cell (CB1+),,mossy-fiber-associated cell (CB1+),mossy-fiber-associated cell (CB1+),CA3 mossy-fiber-associated cell (CB1+) (i)
2073,,,10,,on-hold,CA3 (i)00310p-DG_0010 fast-spiking basket,CA3 (i)00310p () fast-spiking basket,CA3 fast-spiking basket,,CA3 fast-spiking basket,,CA3 fast-spiking basket,CA3 fast-spiking basket,,,,,,CA3,,1,i,00310,00000,p,,DG_0010,,,fast-spiking basket,,fast-spiking basket,fast-spiking basket,CA3 fast-spiking basket (i)
2076,,,10,,on-hold,CA3 (i)03322 radiatum cell,CA3 (i)03322 () radiatum cell,CA3 radiatum cell,,CA3 radiatum cell,,CA3 radiatum cell,CA3 radiatum cell,,,,,,CA3,,1,i,03322,00000,,,,,,radiatum cell,,radiatum cell,radiatum cell,CA3 radiatum cell (i)
2077,,,10,,on-hold,CA3 (i)03320p-DG_1100 dendritic-layer-innervating (CB1+),CA3 (i)03320p () dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,,,,,CA3,,1,i,03320,00000,p,,DG_1100,,,dendritic-layer-innervating (CB1+),,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+) (i)
2078,,,10,,on-hold,CA3 (i)03320 new misc interneuron,CA3 (i)03320 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,03320,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2080,,,10,,on-hold,CA3 (i)03222p-DG_0001 dendritic-layer-innervating (CB1+),CA3 (i)03222p () dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),,CA3 dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+),,,,,,CA3,,1,i,03222,00000,p,,DG_0001,,,dendritic-layer-innervating (CB1+),,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),CA3 dendritic-layer-innervating (CB1+) (i)
2084,,,10,,on-hold,CA3 (i)02232 RSBC,CA3 (i)02232 () RSBC,CA3 RSBC,,CA3 RSBC,,CA3 RSBC,CA3 RSBC,,,,,,CA3,,1,i,02232,00000,,,,,,RSBC,,RSBC,RSBC,CA3 RSBC (i)
2085,,,10,,on-hold,CA3 (i)02322p-DG_0001 mossy-fiber-associated cell (CB1+),CA3 (i)02322p () mossy-fiber-associated cell (CB1+),CA3 mossy-fiber-associated cell (CB1+),,CA3 mossy-fiber-associated cell (CB1+),,CA3 mossy-fiber-associated cell (CB1+),CA3 mossy-fiber-associated cell (CB1+),,,,,,CA3,,1,i,02322,00000,p,,DG_0001,,,mossy-fiber-associated cell (CB1+),,mossy-fiber-associated cell (CB1+),mossy-fiber-associated cell (CB1+),CA3 mossy-fiber-associated cell (CB1+) (i)
2134,,,10,1,on-hold,CA3 (i)02322 Lucidum-targeting Mossy Fiber-Associated*,CA3 (i)02322 (00SSS) Lucidum-targeting Mossy Fiber-Associated,CA3 Lucidum-targeting Mossy Fiber-Associated*,CA3 Lucidum-targeting Mossy Fiber-Associated,CA3Lucidum-targeting Mossy Fiber-Associated,1,CA3 L-MFA,CA3 L-MFA,S141602:Mossy Fiber-related:L-targeting:CA3,type,This is a variant of the canonical MFA that has axons that target SL.,,,CA3,,1,i,02322,00000,,00SSS,,,Lucidum-targeting,Mossy Fiber-Associated,,Lucidum-targeting Mossy Fiber-Associated,Mossy Fiber-Associated Lucidum-targeting,CA3 Mossy Fiber-Associated Lucidum-targeting (i)
2088,,,10,,on-hold,CA3 (i)22230 fast-spiking basket,CA3 (i)22230 () fast-spiking basket,CA3 fast-spiking basket,,CA3 fast-spiking basket,,CA3 fast-spiking basket,CA3 fast-spiking basket,,,,,,CA3,,1,i,22230,00000,,,,,,fast-spiking basket,,fast-spiking basket,fast-spiking basket,CA3 fast-spiking basket (i)
2089,,,10,,on-hold,CA3 (i)02230 new misc interneuron,CA3 (i)02230 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,02230,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2090,,,10,,on-hold,CA3 (i)02013 new misc interneuron,CA3 (i)02013 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,02013,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2091,,,10,,on-hold,CA3 (i)02012 FSBC,CA3 (i)02012 () FSBC,CA3 FSBC,,CA3 FSBC,,CA3 FSBC,CA3 FSBC,,,,,,CA3,,1,i,02012,00000,,,,,,FSBC,,FSBC,FSBC,CA3 FSBC (i)
2092,,,10,,on-hold,CA3 (i)01330 SL-SCI,CA3 (i)01330 () SL-SCI,CA3 SL-SCI,,CA3 SL-SCI,,CA3 SL-SCI,CA3 SL-SCI,,,,,,CA3,,1,i,01330,00000,,,,,,SL-SCI,,SL-SCI,SL-SCI,CA3 SL-SCI (i)
2093,,,10,,on-hold,CA3 (i)01113p-DG_0003 trilaminar interneuron,CA3 (i)01113p () trilaminar interneuron,CA3 trilaminar interneuron,,CA3 trilaminar interneuron,,CA3 trilaminar interneuron,CA3 trilaminar interneuron,,,,,,CA3,,1,i,01113,00000,p,,DG_0003,,,trilaminar interneuron,,trilaminar interneuron,trilaminar interneuron,CA3 trilaminar interneuron (i)
2094,,,10,,on-hold,CA3 (i)01003 oriens-radiatum,CA3 (i)01003 () oriens-radiatum,CA3 oriens-radiatum,,CA3 oriens-radiatum,,CA3 oriens-radiatum,CA3 oriens-radiatum,,,,,,CA3,,1,i,01003,00000,,,,,,oriens-radiatum,,oriens-radiatum,oriens-radiatum,CA3 oriens-radiatum (i)
2095,,,10,,on-hold,CA3 (i)00210 SCN,CA3 (i)00210 () SCN,CA3 SCN,,CA3 SCN,,CA3 SCN,CA3 SCN,,,,,,CA3,,1,i,00210,00000,,,,,,SCN,,SCN,SCN,CA3 SCN (i)
2097,,,10,,on-hold,CA3 (i)00122 new misc interneuron,CA3 (i)00122 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,00122,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2098,,,10,,on-hold,CA3 (i)00113 new misc interneuron,CA3 (i)00113 () new misc interneuron,CA3 new misc interneuron,,CA3 new misc interneuron,,CA3 new misc interneuron,CA3 new misc interneuron,,,,,,CA3,,1,i,00113,00000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA3 new misc interneuron (i)
2099,,,10,,on-hold,CA3 (i)00013 cell having axons mainly in str. oriens (CB1+),CA3 (i)00013 () cell having axons mainly in str. oriens (CB1+),CA3 cell having axons mainly in str. oriens (CB1+),,CA3 cell having axons mainly in str. oriens (CB1+),,CA3 cell having axons mainly in str. oriens (CB1+),CA3 cell having axons mainly in str. oriens (CB1+),,,,,,CA3,,1,i,00013,00000,,,,,,cell having axons mainly in str. oriens (CB1+),,cell having axons mainly in str. oriens (CB1+),cell having axons mainly in str. oriens (CB1+),CA3 cell having axons mainly in str. oriens (CB1+) (i)
2108,,,10,,on-hold,CA3 (i)00010p-DG_2222 axo-axonic,CA3 (i)00010p () axo-axonic,CA3 axo-axonic,,CA3 axo-axonic,,CA3 axo-axonic,CA3 axo-axonic,,,,,,CA3,,1,i,00010,00000,p,,DG_2222,,,axo-axonic,,axo-axonic,axo-axonic,CA3 axo-axonic (i)
2111,,,10,,on-hold,CA3 (i)03220 R,CA3 (i)03220 () R,CA3 R,,CA3 R,,CA3 R,CA3 R,,,,,,CA3,,1,i,03220,00000,,,,,,R,,R,R,CA3 R (i)
2112,,,10,,on-hold,CA3 (i)00031 perisomatic targeting fast spiking interneuron,CA3 (i)00031 () perisomatic targeting fast spiking interneuron,CA3 perisomatic targeting fast spiking interneuron,,CA3 perisomatic targeting fast spiking interneuron,,CA3 perisomatic targeting fast spiking interneuron,CA3 perisomatic targeting fast spiking interneuron,,,,,,CA3,,1,i,00031,00000,,,,,,perisomatic targeting fast spiking interneuron,,perisomatic targeting fast spiking interneuron,perisomatic targeting fast spiking interneuron,CA3 perisomatic targeting fast spiking interneuron (i)
2113,,,10,,on-hold,CA3 (e)33331p-CA1_1000 PC,CA3 (e)33331p () PC,CA3 PC,,CA3 PC,,CA3 PC,CA3 PC,,,,,,CA3,,1,e,33331,00000,p,,CA1_1000,,,PC,,PC,PC,CA3 PC (e)
2117,,,10,,on-hold,CA3 (i)22232p-CA2_0010 BC,CA3 (i)22232p () BC,CA3 BC,,CA3 BC,,CA3 BC,CA3 BC,,,,,,CA3,,1,i,22232,00000,p,,CA2_0010,,,BC,,BC,BC,CA3 BC (i)
2119,,,10,,on-hold,CA3 (i)00221 SCN,CA3 (i)00221 () SCN,CA3 SCN,,CA3 SCN,,CA3 SCN,CA3 SCN,,,,,,CA3,,1,i,00221,00000,,,,,,SCN,,SCN,SCN,CA3 SCN (i)
3009,,,10,,on-hold,CA2 (e)3000 Cajal-Retzius,CA2 (e)3000 () Cajal-Retzius,CA2 Cajal-Retzius,,CA2 Cajal-Retzius,,CA2 Cajal-Retzius,CA2 Cajal-Retzius,,,,,,CA2,,1,e,3000,0000,,,,,,Cajal-Retzius,,Cajal-Retzius,Cajal-Retzius,CA2 Cajal-Retzius (e)
3010,,,10,,on-hold,CA2 (i)0333p-CA3_02000-CA1_0301 wide bistratified,CA2 (i)0333p () wide bistratified,CA2 wide bistratified,,CA2 wide bistratified,,CA2 wide bistratified,CA2 wide BiCified,,,,,,CA2,,1,i,0333,0000,p,,CA3_02000-CA1_0301,,,wide bistratified,,wide bistratified,wide bistratified,CA2 wide bistratified (i)
3011,,,10,,on-hold,CA2 (i)0333p-CA1_0001 narrow bistratified,CA2 (i)0333p () narrow bistratified,CA2 narrow bistratified,,CA2 narrow bistratified,,CA2 narrow bistratified,CA2 narrow BiCified,,,,,,CA2,,1,i,0333,0000,p,,CA1_0001,,,narrow bistratified,,narrow bistratified,narrow bistratified,CA2 narrow bistratified (i)
3012,,,10,,on-hold,CA2 (i)0332 SP-SR,CA2 (i)0332 () SP-SR,CA2 SP-SR,,CA2 SP-SR,,CA2 SP-SR,CA2 SP-SR,,,,,,CA2,,1,i,0332,0000,,,,,,SP-SR,,SP-SR,SP-SR,CA2 SP-SR (i)
3013,,,10,,on-hold,CA2 (i)0322 SP-SR,CA2 (i)0322 () SP-SR,CA2 SP-SR,,CA2 SP-SR,,CA2 SP-SR,CA2 SP-SR,,,,,,CA2,,1,i,0322,0000,,,,,,SP-SR,,SP-SR,SP-SR,CA2 SP-SR (i)
3014,,,10,,on-hold,CA2 (i)0122 SP-SR,CA2 (i)0122 () SP-SR,CA2 SP-SR,,CA2 SP-SR,,CA2 SP-SR,CA2 SP-SR,,,,,,CA2,,1,i,0122,0000,,,,,,SP-SR,,SP-SR,SP-SR,CA2 SP-SR (i)
3015,,,10,,on-hold,CA2 (i)0102p-DG_0001 O-R Proj,CA2 (i)0102p () O-R Proj,CA2 O-R Proj,,CA2 O-R Proj,,CA2 O-R Proj,CA2 O-R Proj,,,,,,CA2,,1,i,0102,0000,p,,DG_0001,,,O-R Proj,,O-R Proj,O-R Proj,CA2 O-R Proj (i)
3016,,,10,,on-hold,CA2 (i)0003p-CA3_00003-CA1_0003-Sub_010 O-Bi,CA2 (i)0003p () O-Bi,CA2 O-Bi,,CA2 O-Bi,,CA2 O-Bi,CA2 O-Bi,,,,,,CA2,,1,i,0003,0000,p,,CA3_00003-CA1_0003-Sub_010,,,O-Bi,,O-Bi,O-Bi,CA2 O-Bi (i)
4007,,,10,,on-hold,CA1 (i)3111 CH,CA1 (i)3111 () CH,CA1 CH,,CA1 CH,,CA1 CH,CA1 CH,,,,,,CA1,,1,i,3111,0000,,,,,,CH,,CH,CH,CA1 CH (i)
4008,,,10,,on-hold,CA1 (i)3100p-DG_0110 RADI,CA1 (i)3100p () RADI,CA1 RADI,,CA1 RADI,,CA1 RADI,CA1 RADI,,,,,,CA1,,1,i,3100,0000,p,,DG_0110,,,RADI,,RADI,RADI,CA1 RADI (i)
4014,,,10,,on-hold,CA1 (i)2333 lg CB,CA1 (i)2333 () lg CB,CA1 lg CB,,CA1 lg CB,,CA1 lg CB,CA1 lg CB,,,,,,CA1,,1,i,2333,0000,,,,,,lg CB,,lg CB,lg CB,CA1 lg CB (i)
4042,,,10,,on-hold,CA1 (i)3200p-CA3_10000 RRP-CA3,CA1 (i)3200p () RRP-CA3,CA1 RRP-CA3,,CA1 RRP-CA3,,CA1 RRP-CA3,CA1 RRP-CA3,,,,,,CA1,,1,i,3200,0000,p,,CA3_10000,,,RRP-CA3,,RRP-CA3,RRP-CA3,CA1 RRP-CA3 (i)
4043,,,10,,on-hold,CA1 (i)3200p-Sub_100 RRP-SUB,CA1 (i)3200p () RRP-SUB,CA1 RRP-SUB,,CA1 RRP-SUB,,CA1 RRP-SUB,CA1 RRP-SUB,,,,,,CA1,,1,i,3200,0000,p,,Sub_100,,,RRP-SUB,,RRP-SUB,RRP-SUB,CA1 RRP-SUB (i)
4044,,,10,,on-hold,CA1 (i)2302 SR IS-1a,CA1 (i)2302 () SR IS-1a,CA1 SR IS-1a,,CA1 SR IS-1a,,CA1 SR IS-1a,CA1 SR IS-1a,,,,,,CA1,,1,i,2302,0000,,,,,,SR IS-1a,,SR IS-1a,SR IS-1a,CA1 SR IS-1a (i)
4046,,,10,,on-hold,CA1 (i)2111 tri IS I,CA1 (i)2111 () tri IS I,CA1 tri IS I,,CA1 tri IS I,,CA1 tri IS I,CA1 tri IS I,,,,,,CA1,,1,i,2111,0000,,,,,,tri IS I,,tri IS I,tri IS I,CA1 tri IS I (i)
4058,,,10,,on-hold,CA1 (i)0302 IS-1a,CA1 (i)0302 () IS-1a,CA1 IS-1a,,CA1 IS-1a,,CA1 IS-1a,CA1 IS-1a,,,,,,CA1,,1,i,0302,0000,,,,,,IS-1a,,IS-1a,IS-1a,CA1 IS-1a (i)
4063,,,10,,on-hold,CA1 (i)0210 R-P BC CCK+,CA1 (i)0210 () R-P BC CCK+,CA1 R-P BC CCK+,,CA1 R-P BC CCK+,,CA1 R-P BC CCK+,CA1 R-P BC CCK+,,,,,,CA1,,1,i,0210,0000,,,,,,R-P BC CCK+,,R-P BC CCK+,R-P BC CCK+,CA1 R-P BC CCK+ (i)
4064,,,10,,on-hold,CA1 (i)3100 CB-PPA,CA1 (i)3100 () CB-PPA,CA1 CB-PPA,,CA1 CB-PPA,,CA1 CB-PPA,CA1 CB-PPA,,,,,,CA1,,1,i,3100,0000,,,,,,CB-PPA,,CB-PPA,CB-PPA,CA1 CB-PPA (i)
4077,,,10,,on-hold,CA1 (i)1002p-CA3_10000 O-LM proj,CA1 (i)1002p () O-LM proj,CA1 O-LM proj,,CA1 O-LM proj,,CA1 O-LM proj,CA1 O-LM proj,,,,,,CA1,,1,i,1002,0000,p,,CA3_10000,,,O-LM proj,,O-LM proj,O-LM proj,CA1 O-LM proj (i)
4097,,,10,,on-hold,CA1 (i)1113 Recurrent O-LMRP,CA1 (i)1113 (000S) Recurrent O-LMRP,CA1 Recurrent O-LMRP,CA1 Recurrent O-LMRP,CA1 Recurrent O-LMR,1,CA1 Recurrent O-LMRP,CA1 Recurr O-LMRP,S121404:O-LM Family:O-LM-like:CA1,type,"The ""RP"" modifies the only name in the cited literature and distinguishes this cell from the canonical CA1 O-LM cell and from the variant with a recurrent axon in SO. SLM comes before SR, which comes befre SP, in HC ordering of the layers. This O-LM cell has a recurrent collateral that re-invades SO. CA1 distinguishes these cells from O-LM cells in other subregions. O-LMR stands for ""Oriens (dendrites) - Lacunosum-Moleculare Radiatum Pyramidale (axons).""",,,CA1,,1,i,1113,0000,,000S,,,Recurrent,O-LMRP,,Recurrent O-LMRP,O-LMRP Recurrent,CA1 O-LMRP Recurrent (i)
4108,,,10,,on-hold,CA1 (i)3301 L-H-LRO,CA1 (i)3301 () L-H-LRO,CA1 L-H-LRO,,CA1 L-H-LRO,,CA1 L-H-LRO,CA1 L-H-LRO,,,,,,CA1,,1,i,3301,0000,,,,,,L-H-LRO,,L-H-LRO,L-H-LRO,CA1 L-H-LRO (i)
4109,,,10,,on-hold,CA1 (i)3300p-DG_1000 LMR Proj,CA1 (i)3300p () LMR Proj,CA1 LMR Proj,,CA1 LMR Proj,,CA1 LMR Proj,CA1 LMR Proj,,,,,,CA1,,1,i,3300,0000,p,,DG_1000,,,LMR Proj,,LMR Proj,LMR Proj,CA1 LMR Proj (i)
4110,,,10,,on-hold,CA1 (i)2333 IS3,CA1 (i)2333 () IS3,CA1 IS3,,CA1 IS3,,CA1 IS3,CA1 IS3,,,,,,CA1,,1,i,2333,0000,,,,,,IS3,,IS3,IS3,CA1 IS3 (i)
4111,,,10,,on-hold,CA1 (i)2323 ivy,CA1 (i)2323 () ivy,CA1 ivy,,CA1 ivy,,CA1 ivy,CA1 ivy,,,,,,CA1,,1,i,2323,0000,,,,,,ivy,,ivy,ivy,CA1 ivy (i)
4113,,,10,,on-hold,CA1 (i)2302 R-V-R,CA1 (i)2302 () R-V-R,CA1 R-V-R,,CA1 R-V-R,,CA1 R-V-R,CA1 R-V-R,,,,,,CA1,,1,i,2302,0000,,,,,,R-V-R,,R-V-R,R-V-R,CA1 R-V-R (i)
4114,,,10,,on-hold,CA1 (i)2301 R-S-RO,CA1 (i)2301 () R-S-RO,CA1 R-S-RO,,CA1 R-S-RO,,CA1 R-S-RO,CA1 R-S-RO,,,,,,CA1,,1,i,2301,0000,,,,,,R-S-RO,,R-S-RO,R-S-RO,CA1 R-S-RO (i)
4115,,,10,,on-hold,CA1 (i)2223 radiatum interneuron,CA1 (i)2223 () radiatum interneuron,CA1 radiatum interneuron,,CA1 radiatum interneuron,,CA1 radiatum interneuron,CA1 radiatum interneuron,,,,,,CA1,,1,i,2223,0000,,,,,,radiatum interneuron,,radiatum interneuron,radiatum interneuron,CA1 radiatum interneuron (i)
4116,,,10,,on-hold,CA1 (i)2112 BC,CA1 (i)2112 () BC,CA1 BC,,CA1 BC,,CA1 BC,CA1 BC,,,,,,CA1,,1,i,2112,0000,,,,,,BC,,BC,BC,CA1 BC (i)
4117,,,10,,on-hold,CA1 (i)2100 LM-SCA,CA1 (i)2100 () LM-SCA,CA1 LM-SCA,,CA1 LM-SCA,,CA1 LM-SCA,CA1 LM-SCA,,,,,,CA1,,1,i,2100,0000,,,,,,LM-SCA,,LM-SCA,LM-SCA,CA1 LM-SCA (i)
