reference_id,Reference ID,Unique ID,Location in reference,FTQ ID,Material Used,Phase parameter,Phase parameter ID,Authors,Title,Journal,Year,PMID,pmid_isbn_page
"""4098102088710305""",4098102088710305,4098,"p1599, Fig 3B_intermediate_sCA1_RUN",10305,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta run,102,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098103088710305""",4098103088710305,4098,"p1599, Fig 3B_intermediate_sCA1_REM",10305,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta REM,103,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098103088710306""",4098103088710306,4098,"p1599, Fig 3B_distal_sCA1_REM",10306,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta REM,103,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098113088710504""",4098113088710504,4098,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate REM,113,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098109088710505""",4098109088710505,4098,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",run/stop ratio,109,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098111088710505""",4098111088710505,4098,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate quiet,111,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098113088710505""",4098113088710505,4098,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate REM,113,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098115088710505""",4098115088710505,4098,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate run,115,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098116088710505""",4098116088710505,4098,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate SWR,116,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098102088710302""",4098102088710302,4098,"p1599, Fig 3B_proximal_sCA1_RUN",10302,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta run,102,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098111088710504""",4098111088710504,4098,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate quiet,111,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098115088710504""",4098115088710504,4098,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate run,115,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098115088710501""",4098115088710501,4098,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate run,115,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098109088710504""",4098109088710504,4098,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",run/stop ratio,109,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098113088710501""",4098113088710501,4098,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate REM,113,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098116088710501""",4098116088710501,4098,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate SWR,116,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098111088710501""",4098111088710501,4098,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate quiet,111,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098102088710306""",4098102088710306,4098,"p1599, Fig 3B_distal_sCA1_RUN",10306,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta run,102,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4098109088710501""",4098109088710501,4098,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",run/stop ratio,109,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099102088710302""",4099102088710302,4099,"p1599, Fig 3B_proximal_sCA1_RUN",10302,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta run,102,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099115088710501""",4099115088710501,4099,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate run,115,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099116088710501""",4099116088710501,4099,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate SWR,116,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099102088710305""",4099102088710305,4099,"p1599, Fig 3B_intermediate_sCA1_RUN",10305,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta run,102,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099109088710501""",4099109088710501,4099,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",run/stop ratio,109,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099111088710501""",4099111088710501,4099,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate quiet,111,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099113088710501""",4099113088710501,4099,"p1601, Fig5A_proximal_sCA1",10501,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate REM,113,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099111088710504""",4099111088710504,4099,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate quiet,111,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099113088710504""",4099113088710504,4099,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate REM,113,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099115088710504""",4099115088710504,4099,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate run,115,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099116088710504""",4099116088710504,4099,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate SWR,116,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099102088710306""",4099102088710306,4099,"p1599, Fig 3B_distal_sCA1_RUN",10306,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta run,102,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099109088710504""",4099109088710504,4099,"p1601, Fig5A_intermediate_sCA1",10504,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",run/stop ratio,109,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099115088710505""",4099115088710505,4099,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate run,115,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
