RefID,,,Quote,Location,,,,,PMID/ISBN,UID,,Figure,HcoRefID
1000582,CA1 SCA 2311,CA1 Pyr,"Schaffer collateral-associated cells (no. 3, Fig. 1) The somata of Schaffer collateral-associated cells are located mainly in stratum radiatum with dendrites spanning all layers. The axons of these cells innervate the oblique and to a lesser extent basal dendrites of CA1 pyramidal cells and interneurons in stratum radiatum and oriens, matching the excitatory input from CA3 pyramidal cells, giving the cell its name. In contrast to bistratified cells, the axons of Schaffer collateral associated cells are concentrated more in stratum radiatum than in stratum oriens (Cossart et al., 1998; Vida et al., 1998; Cope et al., 2002; Pawelzik et al., 2002).","p949, right middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000591,CA1 O-LM,CA1 Pyr,"Perforant path-associated cells (no. 5, Fig. 1) The cell bodies of perforant path-associated cells (Fig. 3) are often located at the stratum radiatum/lacunosum moleculare border and their dendrites can either cover all layers or remain in stratum lacunosum moleculare and adjacent stratum radiatum. The axons of this cell type are concentrated in stratum lacunosum moleculare, overlapping with the excitatory perforant path input from the entorhinal cortex, giving the cell its name (Hajos & Mody, 1997; Cossart et al., 1998; Vida et al., 1998; Pawelzik et al., 2002; Klausberger et al., 2005). Thus, the axons of both O-LM and perforant path-associated cells innervate the apical tuft of CA1 pyramidal cells.","p950, right middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000592,CA1 O-LM,CA1 Pyr,"Perforant path-associated cells (no. 5, Fig. 1) The cell bodies of perforant path-associated cells (Fig. 3) are often located at the stratum radiatum/lacunosum moleculare border and their dendrites can either cover all layers or remain in stratum lacunosum moleculare and adjacent stratum radiatum. The axons of this cell type are concentrated in stratum lacunosum moleculare, overlapping with the excitatory perforant path input from the entorhinal cortex, giving the cell its name (Hajos & Mody, 1997; Cossart et al., 1998; Vida et al., 1998; Pawelzik et al., 2002; Klausberger et al., 2005). Thus, the axons of both O-LM and perforant path-associated cells innervate the apical tuft of CA1 pyramidal cells.","p950, right middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000592,CA1 PPA 3200p,CA1 Pyr,"Perforant path-associated cells (no. 5, Fig. 1) The cell bodies of perforant path-associated cells (Fig. 3) are often located at the stratum radiatum/lacunosum moleculare border and their dendrites can either cover all layers or remain in stratum lacunosum moleculare and adjacent stratum radiatum. The axons of this cell type are concentrated in stratum lacunosum moleculare, overlapping with the excitatory perforant path input from the entorhinal cortex, giving the cell its name (Hajos & Mody, 1997; Cossart et al., 1998; Vida et al., 1998; Pawelzik et al., 2002; Klausberger et al., 2005). Thus, the axons of both O-LM and perforant path-associated cells innervate the apical tuft of CA1 pyramidal cells.","p950, right middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000605,CA1 Ivy,CA1 Pyr,"In contrast to neurogliaform cells innervating the apical tuft of pyramidal cells, the very dense axons of ivy cells {CA1 CA1 Ivy} (Fig. 4), resembling the thick branching of this plant, cover stratum oriens and radiatum [CA1], making synapses onto the basal and oblique dendrites of pyramidal cells (Fuentealba et al., 2008; Szabadics & Soltesz, 2009). The cell bodies of ivy cells {CA1 CA1 Ivy} are located in stratum pyramidale and radiatum and the usually short dendrites can cover all layers.","p951, left middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000606,CA1 Trilam 0113p,CA1 Pyr,"Trilaminar cells (no. 9, Fig. 1) Trilaminar cell (Sik et al., 1995; Ferraguti et al., 2005) somata are located in the stratum oriens with horizontally running dendrites. It should be noted that this distinct cell type is not simply defined by axonal arborizations in three layers (strata oriens, pyramidale and radiatum), because many other distinct interneurons innervate the same layers. Trilaminar cells not only innervate the dendrites but also to a lesser extent the somata of CA1 pyramidal cells.","p952, left middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000618,CA1 Back Proj,CA1 Pyr,"All types of interneuron innervating apical tufts of pyramidal cells in lacunosum-moleculare reduce firing during ripple oscillations ... O-LM (Klausberger et al., 2003), CCK-expressing perforant path-associated (Klausberger et al., 2005) and radiatum retrohippocampal projecting cells (Jinno et al., 2007) all reduce their firing during ripple oscillations (for the neurogliaform cells no published data are available at this time). This is remarkable because the apical tuft of pyramidal cells in stratum lacunosum-moleculare, receiving excitatory input from the entorhinal cortex and thalamus, has not been a major subject of investigation in connection to sharp wave-associated ripples. Ripples in the CA1 area are generated by strong excitatory input from CA3 pyramidal cells innervating the basal and oblique CA1 pyramidal cell dendrites in strata oriens and radiatum (Csicsvari et al., 2000). The activity of layer 3 principal cells in the entorhinal cortex projecting to CA1 stratum lacunosum-moleculare during ripple oscillations in the CA1 hippocampus has not yet been determined.","p953, left lower",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000618,CA1 O-LM,CA1 Pyr,"All types of interneuron innervating apical tufts of pyramidal cells in lacunosum-moleculare reduce firing during ripple oscillations ... O-LM (Klausberger et al., 2003), CCK-expressing perforant path-associated (Klausberger et al., 2005) and radiatum retrohippocampal projecting cells (Jinno et al., 2007) all reduce their firing during ripple oscillations (for the neurogliaform cells no published data are available at this time). This is remarkable because the apical tuft of pyramidal cells in stratum lacunosum-moleculare, receiving excitatory input from the entorhinal cortex and thalamus, has not been a major subject of investigation in connection to sharp wave-associated ripples. Ripples in the CA1 area are generated by strong excitatory input from CA3 pyramidal cells innervating the basal and oblique CA1 pyramidal cell dendrites in strata oriens and radiatum (Csicsvari et al., 2000). The activity of layer 3 principal cells in the entorhinal cortex projecting to CA1 stratum lacunosum-moleculare during ripple oscillations in the CA1 hippocampus has not yet been determined.","p953, left lower",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000618,CA1 PPA 3200p,CA1 Pyr,"All types of interneuron innervating apical tufts of pyramidal cells in lacunosum-moleculare reduce firing during ripple oscillations ... O-LM (Klausberger et al., 2003), CCK-expressing perforant path-associated (Klausberger et al., 2005) and radiatum retrohippocampal projecting cells (Jinno et al., 2007) all reduce their firing during ripple oscillations (for the neurogliaform cells no published data are available at this time). This is remarkable because the apical tuft of pyramidal cells in stratum lacunosum-moleculare, receiving excitatory input from the entorhinal cortex and thalamus, has not been a major subject of investigation in connection to sharp wave-associated ripples. Ripples in the CA1 area are generated by strong excitatory input from CA3 pyramidal cells innervating the basal and oblique CA1 pyramidal cell dendrites in strata oriens and radiatum (Csicsvari et al., 2000). The activity of layer 3 principal cells in the entorhinal cortex projecting to CA1 stratum lacunosum-moleculare during ripple oscillations in the CA1 hippocampus has not yet been determined.","p953, left lower",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000621,CA1 Back Proj,CA1 Pyr,"The long-range projecting neurons (Fig. 5) that also innervate the basal and oblique dendrites of pyramidal cells in strata oriens and radiatum (trilaminar cell, oriens retrohippocampal projecting cell, double projecting cell) discharge with firing patterns similar to bistratified cells during ripple oscillations (Jinno et al., 2007).","p953, right middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000621,CA1 Trilam 0113p,CA1 Pyr,"The long-range projecting neurons (Fig. 5) that also innervate the basal and oblique dendrites of pyramidal cells in strata oriens and radiatum (trilaminar cell, oriens retrohippocampal projecting cell, double projecting cell) discharge with firing patterns similar to bistratified cells during ripple oscillations (Jinno et al., 2007).","p953, right middle",Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,,,,
1000630,CA1 AA,CA1 Pyr,"Fig. 1. Three types of pyramidal cell are accompanied by at least 21 classes of interneuron in the hippocampal CA1 area. The main termination of five glutamatergic inputs are indicated on the left. The somata and dendrites of interneurons innervating pyramidal cells (blue) are orange, and those innervating mainly other interneurons are pink. Axons are purple; the main synaptic terminations are yellow. Note the association of the output synapses of different interneuron types with the perisomatic region (left) and either the Schaffer collateral/commissural or the entorhinal pathway termination zones (right), respectively. VIP, vasoactive intestinal polypeptide; VGLUT, vesicular glutamate transporter; O-LM, oriens lacunosum moleculare.","p54, Figure 1","Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,,,,
1000630,CA1 Back Proj,CA1 Pyr,"Fig. 1. Three types of pyramidal cell are accompanied by at least 21 classes of interneuron in the hippocampal CA1 area. The main termination of five glutamatergic inputs are indicated on the left. The somata and dendrites of interneurons innervating pyramidal cells (blue) are orange, and those innervating mainly other interneurons are pink. Axons are purple; the main synaptic terminations are yellow. Note the association of the output synapses of different interneuron types with the perisomatic region (left) and either the Schaffer collateral/commissural or the entorhinal pathway termination zones (right), respectively. VIP, vasoactive intestinal polypeptide; VGLUT, vesicular glutamate transporter; O-LM, oriens lacunosum moleculare.","p54, Figure 1","Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,,,,
1000630,CA1 BC,CA1 Pyr,"Fig. 1. Three types of pyramidal cell are accompanied by at least 21 classes of interneuron in the hippocampal CA1 area. The main termination of five glutamatergic inputs are indicated on the left. The somata and dendrites of interneurons innervating pyramidal cells (blue) are orange, and those innervating mainly other interneurons are pink. Axons are purple; the main synaptic terminations are yellow. Note the association of the output synapses of different interneuron types with the perisomatic region (left) and either the Schaffer collateral/commissural or the entorhinal pathway termination zones (right), respectively. VIP, vasoactive intestinal polypeptide; VGLUT, vesicular glutamate transporter; O-LM, oriens lacunosum moleculare.","p54, Figure 1","Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,,,,
