Parent,Concept,Term,Resource Rank,Resource,Portal,Repository,Unique ID,Definition Link,Definition,protein_gene,human_rat,control
term_petilla_morphological,axon terminal,Axon - Boutons - Other (Terminal),1,BIOPORTAL,BIOPORTAL,Subcellular Anatomy Ontology,sao2007137787,http://bioportal.bioontology.org/ontologies/14391?p=terms&conceptid=sao2007137787 ,The distal terminations of axons which are specialized for the release of neurotransmitters. Also included are varicosities along the course of axons which have similar specializations and also release transmitters. Presynaptic terminals in both the central and peripheral nervous systems are included (MSH).,,,
term_hippocampome_evidence,basal forebrain,basal forebrain,1,Neurolex,NIF,Neurolex,birnlex_1560,http://neurolex.org/wiki/Category:Basal_forebrain,"A region of the brain consisting of ventral and rostral subcortical regions of the telencephalon, including among others, the basal ganglia, septal nuclei, amygdala, ventral pallidum, substantia innominata, and basal nucleus of Meynert.",,,
term_hippocampome_evidence,basal ganglia,basal ganglia,1,Neurolex,NIF,Neurolex,birnlex_826,http://neurolex.org/wiki/Category:Basal_ganglia,"Subcortical masses of gray matter in the forebrain and midbrain that are richly interconnected and so viewed as a functional system.  The nuclei usually included are the caudate nucleus (caudoputamen in rodents), putamen, globus pallidus, substantia nigra (pars compacta and pars reticulata) and the subthalamic nucleus.  Some also include the nucleus accumbens and ventral pallidum.",,,
term_hippocampome_evidence,baseline,baseline,1,Neurolex,NIF,Neurolex,nlx_73938,http://neurolex.org/wiki/Category:Baseline,A line that is a base for measurement used for calculations or comparisons or a point of reference. (Adapted from Wikipedia),,,
term_petilla_molecular,basilar dendrite,neuron-property-part-entire_neuron-dendrite-basal,2,Scholarpedia,Scholarpedia,Article,Pyramidal_neuron:basal dendrite,http://www.scholarpedia.org/article/Pyramidal_neuron,...basal dendrites emerge from the base of the pyramidal soma.,,,
term_petilla_morphological,basilar dendrite,basilar dendrite,1,Neurolex,NIF,Neurolex,sao1079900774,http://neurolex.org/wiki/Category:Basilar_Dendrite,dendrite that emerges from the base (non-apical pole) of a pyramidal cell,,,
term_hippocampome_molecular_marker,BDNF,BDNF,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, A0A0H2UI28",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:A0A0H2UI28,"RCG26305, isoform CRA_c; Symbol:Bdnf; Type:protein; Taxon:Rattus norvegicus; Synonyms:A0A0H2UI28_RAT,rCG_26305",,,
term_hippocampome_molecular_marker,BDNF,BDNF,1,Neurolex,NIF,Neurolex,nlx_mol_20090401,http://neurolex.org/wiki/Category:BDNF,brain-derived neurotrophic factor,,,
term_hippocampome_evidence,bifurcated,bifurcated,1,Neurolex,NIF,Neurolex,PATO_0001784,http://neurolex.org/wiki/Category:Bifurcated,A division into two branches.,,,
term_hippocampome_evidence,biomarker,biomarker,3,Wikipedia,Wikipedia,Wiki,Biomarker,https://en.wikipedia.org/wiki/Biomarker,"A biomarker, or biological marker, generally refers to a measurable indicator of some biological state or condition...In cell biology, a biomarker is a molecule that allows the detection and isolation of a particular cell type...",,,
term_hippocampome_evidence,biotin,biocytin,1,Neurolex,NIF,Neurolex,nlx_91365,http://neurolex.org/wiki/Category:Biocytin,Biotin analog of molecular weight 372 KDa which can be used as an anterograde of retrograde tracer in the nervous system.,,,
term_hippocampome_evidence,biotin,biotin,1,Neurolex,NIF,Neurolex,CHEBI:15956,http://neurolex.org/wiki/Category:Biotin,"A member of the biotins that has formula C10H16N2O3S (CHEBI). A water-soluble, enzyme co-factor present in minute amounts in every living cell. It occurs mainly bound to proteins or polypeptides and is abundant in liver, kidney, pancreas, yeast, and milk. (PubChem)",,,
term_hippocampome_evidence,biotin,biotin dextran,1,Neurolex,NIF,Neurolex,nlx_57594,http://neurolex.org/wiki/Category:Biotin_dextran,"Dextran conjugated to biotin, used for anterograde tract tracing studies in the nervous system",,,
term_hippocampome_evidence,bitufted,bitufted,1,Neurolex,NIF,Neurolex,nlx_4,http://neurolex.org/wiki/Category:Bitufted,Two tufts in opposite directions,,,
term_petilla_morphological,bitufted,bitufted,1,Neurolex,NIF,Neurolex,nlx_4,http://neurolex.org/wiki/Category:Bitufted,Two tufts in opposite directions,,,
term_petilla_molecular,BK,Ion channel expression - BK,1,MeSH,NCBI,MeSH,D051036,http://www.nlm.nih.gov/cgi/mesh/2011/MB_cgi?mode=&index=23263&field=all&HM=&II=&PA=&form=&input=,A major class of calcium activated potassium channels whose members are voltage-dependent. MaxiK channels are activated by either membrane depolarization or an increase in intracellular Ca(2+). They are key regulators of calcium and electrical signaling in a variety of tissues.,P,H - R,
term_hippocampome_molecular_marker,Bok,Bok,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, Q792S6",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:Q792S6,Bcl-2-related ovarian killer protein; Symbol:Bok; Type:protein; Taxon:Rattus norvegicus; Synonyms:BOK_RAT,,,
term_hippocampome_evidence,Bonferroni Correction,Bonferroni Correction,2,Wolfram MathWorld,Wolfram,MathWorld,BonferroniCorrection,http://mathworld.wolfram.com/BonferroniCorrection.html,The Bonferroni correction is a multiple-comparison correction used when several dependent or independent statistical tests are being performed simultaneously.,,,
term_hippocampome_evidence,brain,brain,1,Neurolex,NIF,Neurolex,birnlex_796,http://neurolex.org/wiki/Category:Brain,"The part of the central nervous system contained within the cranium, comprising the forebrain, midbrain, hindbrain, and metencephalon. It is derived from the anterior part of the embryonic neural tube (or the encephalon). Does not include retina. (CUMBO) The rostral topographic division of the cerebrospinal axis, while the caudal division is the spinal cord. The usual criterion for distinguishing the two divisions in the adult is that the vertebrate brain lies within the skull whereas the spinal cord lies within the spinal (vertebral) column, although this is a difficult problem. (Swanson, 2014)",,,
term_hippocampome_evidence,burst firing pattern,burst firing pattern,1,Neurolex,NIF,Neurolex,oen_0001084,http://neurolex.org/wiki/Category:Burst_firing_pattern,"is an extremely diverse general phenomenon of the activation patterns of neurons in the central nervous system and spinal cord where periods of rapid spiking are followed by quiescent, silent, periods. Bursting is thought to be important in the operation of robust central pattern generators, the transmission of neural codes, and some neuropathologies such as epilepsy.",,,
term_petilla_molecular,Ca Alfa 3.1,Ion channel expression - Ca Alfa 3.1,1,NCBI Protein,NCBI,Protein,NP_113789.2,http://www.ncbi.nlm.nih.gov/protein/NP_113789.2,SEQUENCE,P,R,
term_petilla_molecular,Ca Alfa 3.1,Ion channel expression - Ca Alfa 3.1,1,NCBI Protein,NCBI,Protein,Swiss-Prot: O54898.2,http://www.ncbi.nlm.nih.gov/protein/O54898.2,SEQUENCE,P,R,
term_petilla_molecular,Ca Alfa 3.1,Ion channel expression - Ca Alfa 3.1,1,Neurolex,NIF,Neurolex,nifext_2654,http://neurolex.org/wiki/Category:Cav3.1,,P,H - R,
term_petilla_molecular,Ca Alfa 3.1,Ion channel expression - Ca Alfa 3.1,1,Protein Ontology,BIOPORTAL,Protein Ontology,PR:000001972,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001972,SEQUENCE,P,H - R,
term_petilla_molecular,Ca Alfa 3.2,Ion channel expression - Ca Alfa 3.2,1,NCBI Gene,NCBI,Gene,Gene ID: 114862,http://www.ncbi.nlm.nih.gov/gene/114862,SEQUENCE,G,R,
term_petilla_molecular,Ca Alfa 3.2,Ion channel expression - Ca Alfa 3.2,1,NCBI Protein,NCBI,Protein,NP_722521.1,http://www.ncbi.nlm.nih.gov/protein/NP_722521.1,SEQUENCE,P,R,
term_petilla_molecular,Ca Alfa 3.2,Ion channel expression - Ca Alfa 3.2,1,NCBI Protein,NCBI,Protein,Swiss-Prot: Q9EQ60.2,http://www.ncbi.nlm.nih.gov/protein/Q9EQ60.2,SEQUENCE,P,R,
term_petilla_molecular,Ca Alfa 3.2,Ion channel expression - Ca Alfa 3.2,1,Neurolex,NIF,Neurolex,nifext_2663,http://neurolex.org/wiki/Category:Cav3.2,,P,H - R,
term_petilla_molecular,Ca Alfa 3.2,Ion channel expression - Ca Alfa 3.2,1,Protein Ontology,BIOPORTAL,Protein Ontology,PR:000004941,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000004941,SEQUENCE,P,H - R,
term_petilla_molecular,Ca Alfa 3.3,Ion channel expression - Ca Alfa 3.3,1,NCBI Gene,NCBI,Gene,Gene ID: 56827,http://www.ncbi.nlm.nih.gov/gene/56827,SEQUENCE,G,R,
term_petilla_molecular,Ca Alfa 3.3,Ion channel expression - Ca Alfa 3.3,1,NCBI Protein,NCBI,Protein,NP_064469.3,http://www.ncbi.nlm.nih.gov/protein/NP_064469.3,SEQUENCE,P,R,
term_petilla_molecular,Ca Alfa 3.3,Ion channel expression - Ca Alfa 3.3,1,NCBI Protein,NCBI,Protein,Swiss-Prot: Q9Z0Y8.3,http://www.ncbi.nlm.nih.gov/protein/Q9Z0Y8.3,SEQUENCE,P,R,
term_petilla_molecular,Ca Alfa 3.3,Ion channel expression - Ca Alfa 3.3,1,Protein Ontology,BIOPORTAL,Protein Ontology,PR:000001973,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001973,SEQUENCE,P,H - R,
term_hippocampome_morphology,CA1,CA1,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,CA1,http://atlas.brain-map.org/#atlas=1&plate=100960224&structure=382&x=4593.904854910715&y=3595.0476074218755&zoom=-3&resolution=11.97&z=6,Field CA1,,,
term_hippocampome_type,CA1 Axo-axonic,CA1 Axo-axonic,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Axo-axonic,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SP ], dendrites in [ CA1:SLM CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SP or CA1:SO ]; exclusively synapse pyramidal cell axon initial segment.",,,
term_hippocampome_type_synonym,CA1 Axo-axonic,CA1 AAC,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Axo-axonic,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SP ], dendrites in [ CA1:SLM CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SP or CA1:SO ]; exclusively synapse pyramidal cell axon initial segment.",,,
term_hippocampome_type_synonym,CA1 Axo-axonic,CA1 axo-axonic cell,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Axo-axonic,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SP ], dendrites in [ CA1:SLM CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SP or CA1:SO ]; exclusively synapse pyramidal cell axon initial segment.",,,
term_hippocampome_type_synonym,CA1 Axo-axonic,CA1 chandelier cell,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Axo-axonic,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SP ], dendrites in [ CA1:SLM CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SP or CA1:SO ]; exclusively synapse pyramidal cell axon initial segment.",,,
term_hippocampome_type,CA1 Back-Projection,CA1 Back-Projection,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 back-projection cell,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 back-projection interneuron,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 back-projection neuron,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 backprojecting cell,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 backprojection cell,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 backprojection interneuron,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 backprojection neuron,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 BP cell,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
term_hippocampome_type_synonym,CA1 Back-Projection,CA1 feedback neuron,1,Hippocampome.org,CNG,Hippocampome.org,CA1 Back-Projection,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:H CA3:SLM CA3:SR CA3:SL CA3:SO CA1:SLM CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SP CA1:SO ], and soma in [ CA1:SO ].",,,
