Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Protocol_tag,FTQ_ID,Figure/Table,Quote reference id,Interpretation notes figures
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,fAHP,05,Mott-Lewis-1997-3990-JNeurosci-Fig10A-Cell1005-fAHP.jpeg,,11001,ephys_figure,100505171611001,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,sAHP,09,Mott-Lewis-1997-3990-JNeurosci-Fig10B-Cell1005-sAHP.jpeg,,11002,ephys_figure,100509171611002,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,Vthresh,04,Mott-Lewis-1997-3990-JNeurosci-Fig10B-Cell1005-Vthresh.jpeg,,11002,ephys_figure,100504171611002,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,maxFR,08,Mott-Lewis-1997-3990-JNeurosci-Fig7C-Cell1005-maxFR.jpeg,,10703,ephys_figure,100508171610703,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,APampl,06,Mott-Lewis-1997-3990-JNeurosci-Fig8A-Cell1005-APampl.jpeg,,10801,ephys_figure,100506171610801,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,APwidth,07,Mott-Lewis-1997-3990-JNeurosci-Fig8A-Cell1005-APwidth.jpeg,,10801,ephys_figure,100507171610801,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,Rin,02,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1005-Rin.jpeg,,20100,ephys_table,100502171620100,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,tau,03,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1005-tau.jpeg,,20100,ephys_table,100503171620100,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,Vrest,01,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1005-Vrest.jpeg,,20100,ephys_table,100501171620100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1006,Rin,02,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1006-Rin.jpeg,,20100,ephys_table,100602171620100,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1006,tau,03,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1006-tau.jpeg,,20100,ephys_table,100603171620100,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1006,Vrest,01,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1006-Vrest.jpeg,,20100,ephys_table,100601171620100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1007,APampl,06,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1007-APampl.jpeg,,10301,ephys_figure,100706220410301,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1007,fAHP,05,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1007-fAHP.jpeg,,10301,ephys_figure,100705220410301,
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1007,sag,10,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1007-sag.jpeg,,10301,ephys_figure,100710220410301,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1007,sAHP,09,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1007-sAHP.jpeg,,10301,ephys_figure,100709220410301,
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1008,APampl,06,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1008-APampl.jpeg,,10301,ephys_figure,100806220410301,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1008,fAHP,05,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1008-fAHP.jpeg,,10301,ephys_figure,100805220410301,
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1008,sag,10,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1008-sag.jpeg,,10301,ephys_figure,100810220410301,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Armstrong C, Szabadics J, Tamás G, Soltesz I.",Neurogliaform cells in the molecular layer of the dentate gyrus as feed-forward _-aminobutyric acidergic modulators of entorhinal-hippocampal interplay.,Journal of Computational Neurology,2011,21452204,1008,sAHP,09,Armstrong-Soltesz-2011-1476-JCompNeurol-Fig3A-Cell1008-sAHP.jpeg,,10301,ephys_figure,100809220410301,
"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,1009,APampl,06,Han-Somogyi-1993-395-EurJNeurosci-Fig1A-Cell1009-APampl.jpeg,,10101,ephys_figure,100906111710101,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,1009,APwidth,07,Han-Somogyi-1993-395-EurJNeurosci-Fig1A-Cell1009-APwidth.jpeg,,10101,ephys_figure,100907111710101,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,1009,fAHP,05,Han-Somogyi-1993-395-EurJNeurosci-Fig1A-Cell1009-fAHP.jpeg,,10101,ephys_figure,100905111710101,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1009,fAHP,05,Mott-Lewis-1997-3990-JNeurosci-Fig10A-Cell1009-fAHP.jpeg,,11001,ephys_figure,100905171611001,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1009,sAHP,09,Mott-Lewis-1997-3990-JNeurosci-Fig10A-Cell1009-sAHP.jpeg,,11001,ephys_figure,100909171611001,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1009,Rin,02,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1009-Rin.jpeg,,20100,ephys_table,100902171620100,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1009,tau,03,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1009-tau.jpeg,,20100,ephys_table,100903171620100,
"Mott DD, Turner DA, Okazaki MM, Lewis DV.",Interneurons of the dentate-hilus border of the rat dentate gyrus: morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1009,Vrest,01,Mott-Lewis-1997-3990-JNeurosci-Tab1-Cell1009-Vrest.jpeg,,20100,ephys_table,100901171620100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Buhl EH, Han ZS, Lörinczi Z, Stezhka VV, Karnup SV, Somogyi P.",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus.,Journal of Neurophysiology,1994,8035215,1010,sAHP,09,Buhl-Somogyi-1994-1289-JNeurophys-Fig5A-Cell1010-sAHP.jpeg,,10501,ephys_figure,101009521510501,
"Buhl EH, Han ZS, Lörinczi Z, Stezhka VV, Karnup SV, Somogyi P.",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus.,Journal of Neurophysiology,1994,8035215,1010,Vthresh,04,Buhl-Somogyi-1994-1289-JNeurophys-Fig5A-Cell1010-Vthresh.jpeg,,10501,ephys_figure,101004521510501,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Hu H, Martina M, Jonas P.",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons.,Science,2010,19965717,1010,APampl,06,Hu-Jonas-2010-FigS3d-Cell1010-APampl.jpeg,,15304,ephys_figure,101006571715304,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Hu H, Martina M, Jonas P.",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons.,Science,2010,19965717,1010,APwidth,07,Hu-Jonas-2010-FigS3d-Cell1010-APwidth.jpeg,,15304,ephys_figure,101007571715304,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Hu H, Martina M, Jonas P.",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons.,Science,2010,19965717,1010,fAHP,05,Hu-Jonas-2010-FigS3c-Cell1010-fAHP.jpeg,,15303,ephys_figure,101005571715303,
"Hu H, Martina M, Jonas P.",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons.,Science,2010,19965717,1010,maxFR,08,Hu-Jonas-2010-FigS3c-Cell1010-maxFR.jpeg,,15303,ephys_figure,101008571715303,
"Hu H, Martina M, Jonas P.",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons.,Science,2010,19965717,1010,sAHP,09,Hu-Jonas-2010-FigS3c-Cell1010-sAHP.jpeg,,15303,ephys_figure,101009571715303,
"Hu H, Martina M, Jonas P.",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons.,Science,2010,19965717,1010,Vthresh,04,Hu-Jonas-2010-FigS3c-Cell1010-Vthresh.jpeg,,15303,ephys_figure,101004571715303,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,1013,APampl,06,Han-Somogyi-1993-395-EurJNeurosci-Fig4C-Cell1013-APampl.jpeg,,10403,ephys_figure,101306111710403,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Han ZS, Buhl EH, Lörinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus.,European Journal of Neuroscience,1993,8261117,1013,fAHP,05,Han-Somogyi-1993-395-EurJNeurosci-Fig4C-Cell1013-fAHP.jpeg,,10403,ephys_figure,101305111710403,
"Sik A, Penttonen M, Buzsáki G.",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study.,European Journal of Neuroscience,1997,9104599,1013,APampl,06,Sik-Buzsaki-1997-573-EurJNeuro-Fig3A-Cell1013-APampl.jpeg,,10301,ephys_figure,101306459910301,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Sik A, Penttonen M, Buzsáki G.",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study.,European Journal of Neuroscience,1997,9104599,1013,APwidth,07,Sik-Buzsaki-1997-573-EurJNeuro-Fig3A-Cell1013-APwidth.jpeg,,10301,ephys_figure,101307459910301,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Sik A, Penttonen M, Buzsáki G.",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study.,European Journal of Neuroscience,1997,9104599,1013,fAHP,05,Sik-Buzsaki-1997-573-EurJNeuro-Fig3A-Cell1013-fAHP.jpeg,,10301,ephys_figure,101305459910301,
"Sik A, Penttonen M, Buzsáki G.",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study.,European Journal of Neuroscience,1997,9104599,1013,Rin,02,Sik-Buzsaki-1997-573-EurJNeuro-Fig3A-Cell1013-Rin.jpeg,,10301,ephys_figure,101302459910301,
"Sik A, Penttonen M, Buzsáki G.",Interneurons in the hippocampal dentate gyrus: an in vivo intracellular study.,European Journal of Neuroscience,1997,9104599,1013,sag,10,Sik-Buzsaki-1997-573-EurJNeuro-Fig3A-Cell1013-sag.jpeg,,10301,ephys_figure,101310459910301,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
