ReferenceID,CellID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Area,Soma_state,Soma,Species,Strain,Type,Gender,Age,Slice,Recording,Labeled,Markers,Input,Output,Sections
800310,4031,,"""Figure 2. Types of connections established by CR-IR cells. A, B, Camera lucida drawing of CR-containing inhibitory interneurons from the CA1 area (2-3 in A) and the dentate gyrus (1 in B). Cell bodies and dendrites are drawn in black; axons are drawn in red. The cells were reconstructed from six consecutive, 80-[micro]m-thick sections. A characteristic property of these cells is that they often form dendro-dendritic and axo-dendritic contacts with each other. Contacting dendrites are shown in the drawings by dotted outlines. Multiple or single arrowheads indicate points where the dendrites ran parallel in close contact, or just touched each other once. An average cell forms dendro-dendritic contact with the dendritic tree of three to seven other CR-IR neurons. Axo-dendritic contacts on cells 1-4 are labeled with arrows. The number of contacts from different CR-IR axons varies between 2 and 10. In many cases, the same axon forms two or more contacts on the same dendrite. The axon of cell 3 formed multiple contacts (3 and 4, open arrows) on the CR-IR dendrite labeled 5. Note that the same two cells formed dendro-dendritic contacts as well. The axon of cell 2 formed a perisomatic basket around a CR-negative cell body in stratum radiatum (open arrows). Because of the limit of photographical reproduction, the axon had to be drawn thicker, and some boutons had to be omitted for the sake of clarity when preparing the illustration.""","p3400, Fig2A_2",,"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,250g,,,immunolabeling,CR,,,6 of 80 thick
800312,4031,,"""Figure 2. Types of connections established by CR-IR cells. A, B, Camera lucida drawing of CR-containing inhibitory interneurons from the CA1 area (2-3 in A) and the dentate gyrus (1 in B). Cell bodies and dendrites are drawn in black; axons are drawn in red. The cells were reconstructed from six consecutive, 80-[micro]m-thick sections. A characteristic property of these cells is that they often form dendro-dendritic and axo-dendritic contacts with each other. Contacting dendrites are shown in the drawings by dotted outlines. Multiple or single arrowheads indicate points where the dendrites ran parallel in close contact, or just touched each other once. An average cell forms dendro-dendritic contact with the dendritic tree of three to seven other CR-IR neurons. Axo-dendritic contacts on cells 1-4 are labeled with arrows. The number of contacts from different CR-IR axons varies between 2 and 10. In many cases, the same axon forms two or more contacts on the same dendrite. The axon of cell 3 formed multiple contacts (3 and 4, open arrows) on the CR-IR dendrite labeled 5. Note that the same two cells formed dendro-dendritic contacts as well. The axon of cell 2 formed a perisomatic basket around a CR-negative cell body in stratum radiatum (open arrows). Because of the limit of photographical reproduction, the axon had to be drawn thicker, and some boutons had to be omitted for the sake of clarity when preparing the illustration.""","p3400, Fig2A_4",,"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,250g,,,immunolabeling,CR,,,6 of 80 thick
800314,4020,,"""Fig. 2.  Camera ludica drawings of VIP[vasoactive intestinal polypeptide]-positive interneurons projecting to the O/A [stratum oriens and alveus] border in the CA1 region.  The reconstructions were made by a drawing tube from two to seven, 60-[micro]m-thick, serial sections.  Axon initial segments are labelled by arrowheads.  The dendrites are radially oriented, and rarely branch before reaching stratum lacunosum-moleculare.  The main axons run directly towards the alvear border, where they emit horizontal collaterals.  The latter are difficult to follow as the join the profuse meshwork of VIP-positive boutons in this sublayer.  Cells 3,4, and 6 are shown to receive multiple contacts from other VIP-positive cells (arrows).  In case of neuron 6 the cell (5) that gave rise to the innervation was also found and drawn.  This cell pair can also be seen on Fig. 5.  All neurons of this type (and of this figure) contain calretinin.""","p304, Fig2_1",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800316,4020,,"""Fig. 2.  Camera ludica drawings of VIP[vasoactive intestinal polypeptide]-positive interneurons projecting to the O/A [stratum oriens and alveus] border in the CA1 region.  The reconstructions were made by a drawing tube from two to seven, 60-[micro]m-thick, serial sections.  Axon initial segments are labelled by arrowheads.  The dendrites are radially oriented, and rarely branch before reaching stratum lacunosum-moleculare.  The main axons run directly towards the alvear border, where they emit horizontal collaterals.  The latter are difficult to follow as the join the profuse meshwork of VIP-positive boutons in this sublayer.  Cells 3,4, and 6 are shown to receive multiple contacts from other VIP-positive cells (arrows).  In case of neuron 6 the cell (5) that gave rise to the innervation was also found and drawn.  This cell pair can also be seen on Fig. 5.  All neurons of this type (and of this figure) contain calretinin.""","p304, Fig2_7",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800318,4091,,"""Fig. 5. A montage of high power light micrographs (A) and a drawing (B) of connections between two different VIP-containing interneuron types. A calretinin-negative, VIP-positive cell projecting to stratum radiatum (1) establishes multiple contacts (arrows) on another VIP-positive cell (2) <% 4091 %>, which sends its axon to the O/A border. The same cells can be seen on Fig. 2 (cells 5-6). Arrowheads label axon initial segments. Scale bar: A, 20 [micro]m.""","p307, Fig5B_2",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SR,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800320,4091,,"""Figure 5. A subset of nNOS+ interneurons derive from the CGE and coexpresses VIP. ... C, Neurolucida reconstruction of a VIP+/nNOS+ interneuron following electrophysiological recording.""","p2172, Fig5C",,"Tricoire L, Pelkey KA, Daw MI, Sousa VH, Miyoshi G, Jeffries B, Cauli B, Fishell G, McBain CJ",Common origins of hippocampal Ivy and nitric oxide synthase expressing neurogliaform cells,Journal of Neuroscience,2010,20147544,0,CA1,Erased,SR,Mouse,NPY-hrGFP,"Transgenic NPY, GFP",NS,14-21 PD,Transverse,Whole cell,Biocytin 2mg/ml,"nNOS+, NPY",,,
800322,4093,,"""Fig. 2.  Camera ludica drawings of VIP[vasoactive intestinal polypeptide]-positive interneurons projecting to the O/A [stratum oriens and alveus] border in the CA1 region.  The reconstructions were made by a drawing tube from two to seven, 60-[micro]m-thick, serial sections.  Axon initial segments are labelled by arrowheads.  The dendrites are radially oriented, and rarely branch before reaching stratum lacunosum-moleculare.  The main axons run directly towards the alvear border, where they emit horizontal collaterals.  The latter are difficult to follow as the join the profuse meshwork of VIP-positive boutons in this sublayer.  Cells 3,4, and 6 are shown to receive multiple contacts from other VIP-positive cells (arrows).  In case of neuron 6 the cell (5) that gave rise to the innervation was also found and drawn.  This cell pair can also be seen on Fig. 5.  All neurons of this type (and of this figure) contain calretinin.""","p304, Fig2_3",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SR,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,,VIP,,,2-7 of 60 thick
800324,4093,,"""FIGURE 3 | PYR/RAD INs positive for vasoactive intestinal polypeptide target O-LM INs. ... (F) Reconstruction of a bipolarly oriented VIP-positive cell, showing anatomical features of a putative type III ISI (soma and dendrites are shown in black and its axon is shown in red).""","p7, Fig3F",,"Chamberland S,�Salesse C,�Topolnik D,�Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,0,CA1,Erased,SR,mouse,C57BL/6,Wildtype,NS,15-25 PD,Transverse,Whole cell or perforated patch,Biocytin 0.2%,VIP,,,40 thick
800326,4005,,"""Fig. 6 Dendritic inhibitory interneuron types of the CA1 area. ... D NG cell with a compact dendritic and a very dense axonal arbor in the str. rad. and l-m. ... B�D from Vida et al., 1998;""","p49, Fig6D",,Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,27,CA1,Erased,SR,Rat,Wistar,Wildtype,Female,6-7 weeks,Horizontal,Intracellular,Biocytin 2%,,,,
800328,4089,,"""Figure 1. Reconstructed O-LM cells show characteristic anatomical and electrophysiological features. Str., Stratum, term for hippocampal lamina; Pyr., pyramidale, layer that contains pyramidal cell bodies; Rad., radiatum. A, An example O-LM cell with extensive axonal branching in str. LM. Lamina are delimited with black dotted lines. Axons are drawn in black and dendrites in light gray. Cell bodies are drawn in medium gray and lie in str. oriens. Main axon (black) is seen traversing str. pyramidale and radiatum before arborizing. A recurrent axonal collateral returns to arborize in str. oriens (black star).""","p3640, Fig1A",,"Kispersky�TJ,�Fernandez FR,�Economo MN,�White�JA",Spike resonance properties in hippocampal O-LM cells are dependent on refractory dynamics,Journal of Neuroscience,2012,22423087,0,CA1,Erased,SLM,Rat,Long Evans,Wildtype,Both,18-28 PD,Horizontal,Whole Cell,Biocytin 0.6%,,,,
800330,4089,,"""Figure 7. Representative MGE-derived hippocampal interneurons. A�K, Neurolucida reconstructions of GFP   interneurons recorded in slices from P15�P30 Nkx2-1Cre:RCE pups (dendrites and soma in black; axon in red). Scale bar: 100 [micro]m. The dashed lines indicate the approximate boundaries of s.o., s.p., s.r., and s.l.m.""","p10959, Fig7E",,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,0,CA1,Erased,SO,Mouse,Nkx2-1Cre:RCE,Transgenic,NS,15-30 PD,Transverse,Whole Cell,Biocytin 2mg/ml,"GAD 67/65, PV, CR, SOM, NPY",,,
800332,4087,,"""Figure 1 Chrna2 is a marker for CA1 OLM interneurons. ... (b) Reconstruction of a biocytin-filled Tomato+ neuron (dendrites, red; axon, black; scale bar represents 20 Mm). ... SP, stratum pyramidale; SR, stratum radiatum.""","p1525, Fig1b",,"Leao RN, Mikulovic S, Leao KE, Munguba H, Gezelius H, Enjin A, Patra K, Eriksson A, Loew LM, Tort AB, Kullander K",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,0,CA1,Erased,SO,Mouse,Chrna2-Cre,Transgenic,Both,21-30 PD,Transverse,Whole cell,Biocytin,,,,
800334,4087,,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types recorded in the stratum oriens of hippocampal CA1 region A, example artistic renderings of light microscopic reconstructions of a pyramidal cell (PC), an oriens-radiatum cell (O-R), an oriens-lacunosum-moleculare cell (OLM), and a fast spiking perisomatic region-targeting interneuron (FS PTI). Dendrites are represented in black and axons in red. Dendritic spines are enhanced for visibility.""","p2114, Fig1A",,"Zemankovics R, Kali S, Paulsen O, Freund TF, Hajos N",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics,Journal of Physiology,2010,20421280,0,CA1,Erased,SO,Rat,Wistar,Wildtype,Male,14-26 PD,Horizontal,Whole cell,Biocytin 5mg/ml,,,,
800336,4055,,"""Figure 2 | Optical targeting of local inhibitory input to O-LM INs. ... (C) Neurolucida reconstruction of monosynaptically connected RAD and O-LM INs filled with biocytin, showing anatomical features (bipolar orientation, extensive axonal arborization in the O/A) of an interneuron innervating an O-LM cell. Soma and dendrites of the presynaptic RAD IN are shown in green, and its axonal arborization is shown in blue. Soma and dendrites of the postsynaptic O-LM IN are shown in dark blue and its axonal arborization is shown in red.""","p6, Fig2C",,"Chamberland S,�Salesse C,�Topolnik D,�Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,0,CA1,Erased,SR,Mouse,C57BL/6,Wildtype,NS,15-25 PD,Transverse,Whole cell or perforated patch,Biocytin 0.2%,VIP,,,40 thick
800338,4083,,"""Fig. 3. Camera lucida reconstruction of m2-IR neurons with horizontally running dendrites in the CA1 region. Both cells sent their axon (axon initial segments are marked by arrows) toward stratum pyramidale, and gave rise to collaterals before entering the pyramidal cell layer (B), or ramifying in stratum radiatum (A). The reconstructed axonal arbor of both cells were predominantly found in stratum radiatum, to a lesser degree in stratum oriens, and the neuron in A emitted branches in stratum lacunosum-moleculare as well (the upper cell was drawn from eight, the lower from four consecutive sections). Relatively small numbers of varicosities were observed along the axon collaterals, many of them showed a ""drumstick""-like shape. Scale bars=100 [micro]m.""","p361, Fig3A",,"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",Distinct�interneuron�types�express�m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,0,CA1,Erased,SO,Rat,Wistar,Wildtype,Male,200-350g,Coronal,,immunolabeling,m2-IR,,,60 thhick
800340,4083,,"""Figure 8. Interneurons with similar morphologies have different responses to muscarine. ... C, D, Interneurons with similar morphology, both having horizontal cell bodies in SO, dendrites confined to SO, and axons terminating predominantly on the proximal dendrites of CA1 pyramidal cells.""","p5701, Fig8C",,"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,0,CA1,Erased,SO,Rat,,Wildtype,Male,18-25 PD,Coronal,Whole cell,Neurobiotin 0.5%,,,,100 thick
800342,4066,,"""Figure 4. Neurolucida reconstructions of EGFP-expressing O-LM, R-LM, and P-LM cells, illustrating their complete in vivo dendritic structures and axonal innervation patterns. Reconstructions were performed on serial brain sections that were immunohistochemically pro- cessed for EGFP using DAB-based immunohistochemistry. Dendrites are green, axons are red, and somata are blue. ... b, Reconstruction of an R-LM cell. This cell had its somata in SR and gave rise to an axon that rami�ed signi�cantly in SLM. This interneuronal subtype had dendrites that spanned from SO to SR, but rarely entered SLM. Note that one of the dendritic processes appears to deeply penetrate SLM; this is a misrepresentation attributable to the �attening of the three-dimensional reconstruction into two dimensions, in which laminar borders cannot properly be preserved. The dendritic tree of this R-LM cell extended ~400 [micro]m in the septotemporal axis and ~850 [micro]m in the mediolateral direction.""","p3361, Fig4b",,"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons,Journal of Neuroscience,2000,10777798,0,CA1,Erased,SR,Mouse,EGFP mice,Transgenic,NS,10-14 PD,Coronal,Whole Cell ,immunolabeling,EGFP,,,
800344,4066,,"""Figure 4. Neurolucida reconstructions of EGFP-expressing O-LM, R-LM, and P-LM cells, illustrating their complete in vivo dendritic structures and axonal innervation patterns. Reconstructions were performed on serial brain sections that were immunohistochemically pro- cessed for EGFP using DAB-based immunohistochemistry. Dendrites are green, axons are red, and somata are blue. ... c, Reconstruction of a P-LM cell. This cell had its somata in SP and gave rise to an axon that rami�ed in SLM. As was the case for R-LM cells, this interneuronal subtype had dendrites that spanned from SO to SR and that tended to avoid all but the most proximal portion of SLM. The dendritic tree of this P-LM cell extended ~350 [micro]m in the septotemporal axis and ~400 [micro]m in the mediolateral direction. All reconstructions were from adult GIN mice. Note that only partial axonal reconstructions were possible: axons could only be followed for short distances after entering SLM because they became obscured by the high density of other EGFP-expressing axonal processes. ... Scale bars: a-c, 100 [micro]m.""","p3361, Fig4c",,"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons,Journal of Neuroscience,2000,10777798,0,CA1,Erased,SR,Mouse,EGFP mice,Transgenic,NS,10-14 PD,Coronal,Whole Cell ,immunolabeling,EGFP,,,
800346,4076,,"""Figure 5. Camera lucida reconstructions of interneurons in Figures 3 and 4 from three to four 80- [micro]m-thick vibratome sections. ... B, The other R-LM cell in Figure 4A had dendrites spanning all strata of the CA1 region, but its axonal arbor was restricted to str. lacunosum-moleculare (dendrites, black; axon, green). ... Scale bars: A, B, 100 [micro]m.""","p8435, Fig5B_green-black",,"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,0,CA1,Erased,SR,Rat,Wistar,Wildtype,Male,20-28 PD,Coronal,Whole cell,Biocytin 1.5%,,,,80 Thick 
800348,4076,,"""Figure 7. Representative MGE-derived hippocampal interneurons. A�K, Neurolucida reconstructions of GFP   interneurons recorded in slices from P15�P30 Nkx2-1Cre:RCE pups (dendrites and soma in black; axon in red). Scale bar: 100 [micro]m. The dashed lines indicate the approximate boundaries of s.o., s.p., s.r., and s.l.m.""","p10959, Fig7F",,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,0,CA1,Erased,SR,Mouse,Nkx2-1Cre:RCE,Transgenic,NS,15-30 PD,Transverse,Whole cell,Biocytin 2mg/ml,"GAD 67/65, PV, CR, SOM, NPY",,,
800350,4003,,"""Fig. 12. Features of a regular-spiking CCK-IR quadrilaminar cell (A-D) and a burst-firing CCK-IR perforant path-associated cell (E and F), both with their somata at the SR/SLM border. A: Light microscopic reconstruction of the quadrilaminar cell (black: soma/dendrite; grey: axonal arbour; 3,221 boutons: alveus 0.3%, SO 9.6%, SP 3.6%, SR 66.4%, SLM 20.1%).""","p364, Fig12A",,"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,0,CA1,Erased,SLM,Rat,SD,Wildtype,Male,6-7 weeks,Coronal,Intracellular,Biocytin 2%,,,,
800352,4028,,"""Fig. 10. Properties of a CCK-IR Schaffer-associated cell. A: Light microscopic reconstruction of the interneurone (black: soma/dendrite; grey: axonal arbour; 4,137 boutons: SP 0.2%, SR 97.4%, SLM 2.4%) and on the right a postsynaptic pyramidal cell (soma/dendrites in black).""","p361, Fig10A",,"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,0,CA1,Erased,SR,Rat,SD,Wildtype,Male,6-7 weeks,Coronal,Intracellular,Biocytin 2%,,,,
800354,4028,,"""Fig. 6 Dendritic inhibitory interneuron types of the CA1 area. ... B SCA cell with axon (red) in the str. radiatum (rad.). ... B-D from Vida et al., 1998;""","p49, Fig6B",,Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,27,CA1,Erased,SR,Rat,Wistar,Wildtype,Female,6-7 weeks,Horizontal,Intracellular,Biocytin 2%,,,,
800356,4061,,"""Figure 7. Representative MGE-derived hippocampal interneurons. A�K, Neurolucida reconstructions of GFP   interneurons recorded in slices from P15�P30 Nkx2-1Cre:RCE pups (dendrites and soma in black; axon in red). Scale bar: 100 [micro]m. The dashed lines indicate the approximate boundaries of s.o., s.p., s.r., and s.l.m.""","p10959, Fig7I",,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,0,CA1,Erased,SR,Mouse,Nkx2-1Cre:RCE,Transgenic,NS,15-30 PD,Transverse,Whole Cell,Biocytin 2mg/ml,"GAD 67/65, nNOS, PV, CCK, NPY, CR(-), SOM(-), VIP(-)",,,
800358,4084,,"""Figure 2 OLMA2 cells inhibit interneurons that synapse on pyramidal cell proximal dendrites. ... (d) ... The reconstruction of the bistratified interneuron is shown on the top left panel. Scale bar represents 50 [micro]m.""","p1526, Fig2d",,"Leao RN, Mikulovic S, Leao KE, Munguba H, Gezelius H, Enjin A, Patra K, Eriksson A, Loew LM, Tort AB, Kullander K",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,0,CA1,Erased,SO,Mouse,Chrna2-Cre,Transgenic,Both,21-30 PD,Transverse,Whole cell,Biocytin,,,,
800360,4033,,"""Fig. 8. Properties of a CCK-IR bistratified cell (A-C) and a CCK-IR SO-SO cell (D-G) cell with somata in the SO. ... D: Light microscopic reconstruction of the SO-SO cell (black: soma/dendrites; grey: axonal arbour; 1,818 boutons: SO 97.8%, alveus 2.2%).""","p359, Fig8D",,"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,0,CA1,Erased,SO,Rat,SD,Wildtype,Male,6-7 weeks,Coronal,Intracellular,Biocytin 2%,,,,
800362,4033,,"Figure 3. VIP-expressing basket cells provide perisomatic inhibition to CA1 PCs ... F, Anatomical reconstruction of an unconnected VIP-positive BC to an O/A interneuron pair.""","p4539, Fig3F_blue-green",,"Tyan L, Chamberland S, Magnin E, Camir� O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,0,CA1,Erased, SO,Mouse,B(Cg)-Calb2,Transgenic,Both,19-135 PD,Transverse,Whole cell,Biocytin 0.3%,"CCk, VIP",,,
800364,4041,,"""Figure2. Subicular projection and synaptic output of an identified ENK-expressing interneuron (P30b) recorded in vivo. ... C, Reconstruction of the cell. The dendritic arbor (orange) is complete; the axon (yellow) is presented partially in three panels from rostral (section 86) to caudal (section63) levels. The axon formed a columnar arbor near the soma and an elongated plexus (2.5mm) in the alveus, continuing into and innervating the subiculum.""","p10020, Fig2C",,"Fuentealba P, Tomioka R, Dalezios Y, Marton LF, Studer M, Rockland K, Klausberger T, Somogyi P",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,J Neuroscience,2008,18829959,0,CA1,Erased,SO,Rat,SD,Wildtype,Male,250-300 g,,Juxtacellular,Neurobiotin 1.5%,ENK,,,
800366,4035,,"""Figure8. Dendritic, axonal, and firing patterns of a trilaminar cell (T85a) recorded in vivo and innervated by mGluR8a-enriched boutons in the CA1 area. a, Reconstruction of the cell with soma in the stratum oriens/alveus. The numbers in the top left corner indicate section numbers (65 [micro]m thickness) collapsed into two-dimensional views of the axon. The dendrites (in red) mostly remain in the stratum oriens and close to the white matter and are collapsed into the top panel from six sections (72-77); the remainder of dendrites oriented perpendicular to the section plane are not shown in the other panels, for clarity. The axon (in light blue) spread through all layers, except the stratum lacunosum moleculare, and was most dense and widespread in the stratum oriens. Three main axon branches traveled caudally and branched extensively in all layers of the subiculum. Asterisks (in green) mark continuation points of the axon in the subiculum. One axon collateral proceeded anterior in the white matter (data not shown) and was lost in the most-anterior hippocampus.""","p10530, Fig8a",,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,The Journal of Neuroscience,2005,16280590,0,CA1,Erased,SO,Rat,SD,Wildtype,Male,320g,Coronal,Juxtacellular,Neurobiotin 1.5%,,,,6 of 65 thick
800368,4013,,"""Supplementary Figure 1. Reconstructions of CB1R positive and negative basket cells. (a) and (b): Neurolucida reconstructions of all CB1R positive (axon red, dendrite grey; = 16) and negative (axon blue, dendrite grey; = 11) basket cells quantified in Fig. 2a. All neurons are on the same scale. Drawings are not corrected for shrinkage or the angle of the slice. The longitudinal extent of the axonal arborization is limited by the radial cuts made through the stratum radiatum, creating artificially abrupt borders of the arborization. Stratum oriens (SO), stratum pyrimidale [sic] (SP), stratum radiatum (SR), and stratum lacunosum-moleculare (SLM).""","pS2, FigS1b",,"Glickfeld LL, Scanziani M",Distinct timing in the activity of cannabinoid-sensitive and cannabinoid-insensitive basket cells,Nature Neuroscience,2006,16648849,0,CA1,Erased,SO,Rat,Wistar,Wildtype,Male,4-6 Weeks,,Whole Cell,Biocytin 0.2%,,,,
800370,4068,,"""Figure 5. Large heterogeneity in the short-term plasticity of eEPSCs in identified O-Bi cells A, ... Right panel, reconstruction of the cell showing dendrites restricted to stratum oriens and an extensive axonal arborization in all layers of the CA1 area and projections to the isocortex, subiculum and the main axon heading toward the fimbria and CA3 area (arrow).""","p202, Fig5A",,"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,0,CA1,Erased,SO,Mouse,C57BL/6,Transgenic,NS,12-21 PD,Horizontal,Whole Cell,Biocytin 0.013,,,,
800372,4023,,"""Fig. 3. Axonal and dendritic arborization of an intracellularly labeled feedback CA1 neuron, re- constructed from 52 60-[micro]m coronal sections. The cell body is in the alveus. Axon collaterals were found in three regions of the hippocampus (CA1 = 24.3% of the entire axon length; CA3 = 61 .5%; and the dentate hilar region= 14.2%). The dendritic tree resembled somatostatin-immunoreactive and NADPH-diaphorase neurons (10, 20). Thick lines represent the borders of the hippocampus and cell layers. Inset: summated lengths of axon collaterals along the septotemporal axis. S, septal direction; T, temporal direction. Abbreviations are as in Fig. 1.""","p1723, Fig3",,"Sik A, Ylinen A, Penttonen M, Buzsaki G",Inhibitory CAl-CA3-Hilar Region Feedback in the Hippocampus,Science,1994,8085161,0,CA1,Erased,SO,Rat,Wildtype,,,,Coronal,,,,,,52- 60 thick
800374,4078,,"""Fig. 3. Features of a wide-arbour (A-D) and a narrow-arbour (E-G) PV-IR basket cell in CA1. ... E: Light microscopic reconstruction (black: soma/dendrites; grey: axonal arbour) of a narrow-arbour basket cell.""","p352, Fig3E",,"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,0,CA1,Erased,SP,Rat,SD,Wildtype ,Male,6-7 weeks,Coronal,Intracellular,Biocytin 2%,,,,
800376,4006,,"""Fig. 6 Dendritic inhibitory interneuron types of the CA1 area. ... C PPA interneuron. Note the axon terminating in the CA1 str. lacunosum-moleculare (l-m.), the subiculum and the DG molecular layer (m.l.). ... B-D from Vida et al., 1998;""","p49, fig6C",,Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,27,CA1,Erased,SLM,Rat,Wistar,Wildtype,Female,6-7 weeks,Horizontal,Intracellular,Biocytin 2%,,,,
800378,4004,,"""Figure 5. Camera lucida reconstructions of interneurons in Figures 3 and 4 from three to four 80- mm-thick vibratome sections. A, ... The dendritic tree of the R-LM cell in Figure 3B [sic] was found to extend to strata radiatum and lacunosum-moleculare. In contrast to the radial trilaminar cell, its axonal arbor was predominantly located in conjunction with the entorhinal afferents (dendrites, black; axon cloud of the R-LM cell, green).""","p8435, Fig5A_green-black",,"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,0,CA1,Erased,SR,Rat,Wistar,Wildtype,Male,20-28 PD,Coronal,Whole Cell,Biocytin 1.5%,,,,
