Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neuron Type,Variable,Name of file containing figure,Reference_ID
"Attili et al., 2019",,,,31444616,6095,LEC-L5 LIII-V Bipolar Pyramidal,x168,Attili-Ascoli-2019-2882-v224-BrainStructFunct-Tab2-Cell6095-x168.jpeg,905576
"Attili et al., 2019",,,,31444616,6095,LEC-L4 LIII-V Bipolar Pyramidal,x169,Attili-Ascoli-2019-2882-v224-BrainStructFunct-Tab2-Cell6095-x169.jpeg,905570
"Attili et al., 2019",,,,31444616,6095,LEC-L3 LIII-V Bipolar Pyramidal,x170,Attili-Ascoli-2019-2882-v224-BrainStructFunct-Tab2-Cell6095-x170.jpeg,905564
"Attili et al., 2019",,,,31444616,6096,MEC-L2 MEC LII Basket,x191,Attili-Ascoli-2019-2882-v224-BrainStructFunct-Tab2-Cell6096-x191.jpeg,905606
Bayer 1982,,,,7079742,1000,SG Granule,x1,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1000-x1.jpeg,900306
Bayer 1982,,,,7079742,1004,SG Total Molecular Layer,x22,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1004-x22.jpeg,900322
Bayer 1982,,,,7079742,1005,SG MOLAX,x17,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1005-x17.jpeg,900318
Bayer 1982,,,,7079742,1006,SG Outer Molecular Layer,x21,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1006-x21.jpeg,900320
Bayer 1982,,,,7079742,1009,SG HICAP,x12,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1009-x12.jpeg,900314
Bayer 1982,,,,7079742,1010,SG Axo-Axonic,x7,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1010-x7.jpeg,900308
Bayer 1982,,,,7079742,1013,SG HIPP,x14,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1013-x14.jpeg,900316
Bayer 1982,,,,7079742,1035,SG DG Basket,x8,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1035-x8.jpeg,900310
Bayer 1982,,,,7079742,1036,SG DG Basket CCK+,x9,Bayer-Puri-1982-890-v216-Science-Fig2-Cell1036-x9.jpeg,900312
Bezaire Soltesz,,,,23674373,4021,SR IS LM-R,x89,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4021-x89.jpeg,903696
Bezaire Soltesz,,,,23674373,4021,SLM IS LM-R,x90,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4021-x90.jpeg,903698
Bezaire Soltez,,,,23674373,4000,SP Pyramidal,x69,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4000-x69.jpeg,903650
Bezaire Soltez,,,,23674373,4006,SLM Perforant-Path Associated,x117,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4006-x117.jpeg,903682
Bezaire Soltez,,,,23674373,4012,SLM Neurogliaform,x106,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4012-x106.jpeg,903656
Bezaire Soltez,,,,23674373,4015,SR Schaffer Collateral-Associated,x124,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4015-x124.jpeg,903658
Bezaire Soltez,,,,23674373,4020,SP IS O-Targeting,x94,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4020-x94.jpeg,903688
Bezaire Soltez,,,,23674373,4020,SR IS O-Targeting,x95,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4020-x95.jpeg,903690
Bezaire Soltez,,,,23674373,4022,SP IS LMO-O,x87,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4022-x87.jpeg,903684
Bezaire Soltez,,,,23674373,4022,SR IS LMO-O,x88,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4022-x88.jpeg,903686
Bezaire Soltez,,,,23674373,4036,SO Axo-axonic,x74,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4036-x74.jpeg,903674
Bezaire Soltez,,,,23674373,4036,SP Axo-axonic,x75,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4036-x75.jpeg,903676
Bezaire Soltez,,,,23674373,4069,SO O-LM,x108,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4069-x108.jpeg,903672
Bezaire Soltez,,,,23674373,4078,SO Basket,x78,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4078-x78.jpeg,903678
Bezaire Soltez,,,,23674373,4078,SP Basket,x79,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4078-x79.jpeg,903680
Bezaire Soltez,,,,23674373,4079,SO Basket CCK+,x80,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4079-x80.jpeg,903660
Bezaire Soltez,,,,23674373,4079,SP Basket CCK+,x81,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4079-x81.jpeg,903662
Bezaire Soltez,,,,23674373,4079,SR Basket CCK+,x82,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4079-x82.jpeg,903664
Bezaire Soltez,,,,23674373,4080,SO Bistratified,x85,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4080-x85.jpeg,903652
Bezaire Soltez,,,,23674373,4080,SP Bistratified,x86,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4080-x86.jpeg,903654
Bezaire Soltez,,,,23674373,4081,SP Ivy,x100,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4081-x100.jpeg,903668
Bezaire Soltez,,,,23674373,4081,SR Ivy,x101,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4081-x101.jpeg,903670
Bezaire Soltez,,,,23674373,4081,SO Ivy,x99,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4081-x99.jpeg,903666
Bezaire Soltez,,,,23674373,4093,SP IS RO-O,x97,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4093-x97.jpeg,903692
Bezaire Soltez,,,,23674373,4093,SR IS RO-O,x98,Bezaire-Soltez-2013-751-v23-Hippocampus-Cell4093-x98.jpeg,903694
Bjerke,,,,33385111,1004,SG Total Molecular Layer,x22,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901162
Bjerke,,,,33385111,1004,SG Total Molecular Layer,x22,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901148
Bjerke,,,,33385111,1005,SG MOLAX,x17,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901144
Bjerke,,,,33385111,1005,SG MOLAX,x17,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901158
Bjerke,,,,33385111,1006,SG Outer Molecular Layer,x21,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901160
Bjerke,,,,33385111,1006,SG Outer Molecular Layer,x21,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901146
Bjerke,,,,33385111,1007,SMo DG Neurogliaform,x20,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901152
Bjerke,,,,33385111,1010,SG Axo-Axonic,x7,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901132
Bjerke,,,,33385111,1010,SG Axo-Axonic,x7,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901136
Bjerke,,,,33385111,1026,H HIPROM,x15,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901156
Bjerke,,,,33385111,1026,H HIPROM,x15,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901142
Bjerke,,,,33385111,1027,H AIPRIM,x6,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901140
Bjerke,,,,33385111,1027,H AIPRIM,x6,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901154
Bjerke,,,,33385111,1035,SG DG Basket,x8,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901134
Bjerke,,,,33385111,1035,SG DG Basket,x8,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901138
Bjerke,,,,33385111,1040,SMi MOCAP,x16,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901164
Bjerke,,,,33385111,1040,SMi MOCAP,x16,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,901150
Bjerke,,,,33385111,2005,CA3 LMR-Targeting SLM,x40,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902774
Bjerke,,,,33385111,2008,CA3 R-LM SR,x56,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902772
Bjerke,,,,33385111,2009,CA3 O-LM SO,x50,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902724
Bjerke,,,,33385111,2009,CA3 O-LM SO,x50,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902754
Bjerke,,,,33385111,2013,Lucidum ORAX SL,x42,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902738
Bjerke,,,,33385111,2013,Lucidum ORAX SL,x42,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902766
Bjerke,,,,33385111,2014,Lucidum-Radiatum SL,x43,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902740
Bjerke,,,,33385111,2014,Lucidum-Radiatum SL,x43,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902768
Bjerke,,,,33385111,2017,Lucidum LAX SL,x41,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902736
Bjerke,,,,33385111,2017,Lucidum LAX SL,x41,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902764
Bjerke,,,,33385111,2020,CA3 Trilaminar SO,x58,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902726
Bjerke,,,,33385111,2020,CA3 Trilaminar SO,x58,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902756
Bjerke,,,,33385111,2021,CA3 Interneuron Specific Oriens SO,x34,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902720
Bjerke,,,,33385111,2021,CA3 Interneuron Specific Oriens SO,x34,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902750
Bjerke,,,,33385111,2022,CA3 SO-SO SO,x57,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902746
Bjerke,,,,33385111,2022,CA3 SO-SO SO,x57,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902778
Bjerke,,,,33385111,2023,CA3 Radiatum SR,x55,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902744
Bjerke,,,,33385111,2023,CA3 Radiatum SR,x55,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902776
Bjerke,,,,33385111,2028,CA3 Axo-axonic SP,x28,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902710
Bjerke,,,,33385111,2028,CA3 Axo-axonic SP,x28,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902728
Bjerke,,,,33385111,2035,Mossy Fiber-Associated ORDEN SO,x47,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902722
Bjerke,,,,33385111,2035,Mossy Fiber-Associated ORDEN SO,x47,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902752
Bjerke,,,,33385111,2035,Mossy Fiber-Associated ORDEN SP,x48,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902734
Bjerke,,,,33385111,2035,Mossy Fiber-Associated ORDEN SP,x48,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902760
Bjerke,,,,33385111,2035,Mossy Fiber-Associated ORDEN SL,x49,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902742
Bjerke,,,,33385111,2035,Mossy Fiber-Associated ORDEN SL,x49,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902770
Bjerke,,,,33385111,2043,CA3 Basket SP,x30,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902714
Bjerke,,,,33385111,2043,CA3 Basket SP,x30,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902730
Bjerke,,,,33385111,2045,CA3 Bistratified SO,x32,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902718
Bjerke,,,,33385111,2045,CA3 Bistratified SO,x32,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902748
Bjerke,,,,33385111,2045,CA3 Bistratified SP,x33,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902732
Bjerke,,,,33385111,2045,CA3 Bistratified SP,x33,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902758
Bjerke,,,,33385111,2047,CA3 Horizontal Axo-axonic SO,x29,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902712
Bjerke,,,,33385111,2047,CA3 Horizontal Axo-axonic SO,x29,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902716
Bjerke,,,,33385111,3003,CA2 Bistratified SP,x62,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902784
Bjerke,,,,33385111,3003,CA2 Bistratified SP,x62,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902790
Bjerke,,,,33385111,3006,CA2 Basket SP,x60,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902780
Bjerke,,,,33385111,3006,CA2 Basket SP,x60,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902786
Bjerke,,,,33385111,3007,CA2 Wide-Arbor Basket SP,x61,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902782
Bjerke,,,,33385111,3007,CA2 Wide-Arbor Basket SP,x61,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902788
Bjerke,,,,33385111,3008,CA2 SP-SR SP,x63,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902762
Bjerke,,,,33385111,3008,CA2 SP-SR SP,x63,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902798
Bjerke,,,,33385111,4003,SR Quadrilaminar,x119,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905208
Bjerke,,,,33385111,4003,SR Quadrilaminar,x119,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905232
Bjerke,,,,33385111,4003,SLM Quadrilaminar,x120,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905212
Bjerke,,,,33385111,4003,SLM Quadrilaminar,x120,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905236
Bjerke,,,,33385111,4004,SR LMR Projecting,x104,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905260
Bjerke,,,,33385111,4004,SR LMR Projecting,x104,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905282
Bjerke,,,,33385111,4004,SLM LMR Projecting,x105,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905268
Bjerke,,,,33385111,4004,SLM LMR Projecting,x105,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905290
Bjerke,,,,33385111,4013,SP Radial Trilaminar,x131,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905244
Bjerke,,,,33385111,4013,SR Radial Trilaminar,x132,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905248
Bjerke,,,,33385111,4015,SR Schaffer Collateral-Associated,x124,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905264
Bjerke,,,,33385111,4015,SR Schaffer Collateral-Associated,x124,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905286
Bjerke,,,,33385111,4015,SLM Schaffer Collateral-Associated,x125,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905272
Bjerke,,,,33385111,4015,SLM Schaffer Collateral-Associated,x125,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905294
Bjerke,,,,33385111,4028,SR Radiatum,x121,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905262
Bjerke,,,,33385111,4028,SR Radiatum,x121,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905284
Bjerke,,,,33385111,4028,SLM Radiatum,x122,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905270
Bjerke,,,,33385111,4028,SLM Radiatum,x122,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905292
Bjerke,,,,33385111,4033,SO SO-SO,x128,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905258
Bjerke,,,,33385111,4033,SO SO-SO,x128,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905280
Bjerke,,,,33385111,4035,SO Trilaminar,x130,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905300
Bjerke,,,,33385111,4036,SO Axo-axonic,x74,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905190
Bjerke,,,,33385111,4036,SO Axo-axonic,x74,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905214
Bjerke,,,,33385111,4036,SP Axo-axonic,x75,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905200
Bjerke,,,,33385111,4036,SP Axo-axonic,x75,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905224
Bjerke,,,,33385111,4038,SO Horizontal Axo-axonic,x76,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905192
Bjerke,,,,33385111,4038,SO Horizontal Axo-axonic,x76,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905216
Bjerke,,,,33385111,4039,SO Horizontal Basket,x83,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905238
Bjerke,,,,33385111,4039,SP Horizontal Basket,x84,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905242
Bjerke,,,,33385111,4055,SO Oriens/Alveus,x111,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905254
Bjerke,,,,33385111,4055,SO Oriens/Alveus,x111,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905276
Bjerke,,,,33385111,4061,SR R-Receiving Apical-Targeting,x123,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905210
Bjerke,,,,33385111,4061,SR R-Receiving Apical-Targeting,x123,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905234
Bjerke,,,,33385111,4066,SP OR-LM,x114,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905246
Bjerke,,,,33385111,4066,SP OR-LM,x114,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905304
Bjerke,,,,33385111,4066,SR OR-LM,x115,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905250
Bjerke,,,,33385111,4066,SR OR-LM,x115,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905308
Bjerke,,,,33385111,4069,SO O-LM,x108,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905198
Bjerke,,,,33385111,4069,SO O-LM,x108,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905222
Bjerke,,,,33385111,4069,SO O-LM,x108,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905298
Bjerke,,,,33385111,4076,SR Perforant-Path Associated QuadD,x118,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905206
Bjerke,,,,33385111,4076,SR Perforant-Path Associated QuadD,x118,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905230
Bjerke,,,,33385111,4078,SO Basket,x78,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905194
Bjerke,,,,33385111,4078,SO Basket,x78,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905218
Bjerke,,,,33385111,4078,SP Basket,x79,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905202
Bjerke,,,,33385111,4078,SP Basket,x79,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905226
Bjerke,,,,33385111,4080,SO Bistratified,x85,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905196
Bjerke,,,,33385111,4080,SO Bistratified,x85,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905220
Bjerke,,,,33385111,4080,SP Bistratified,x86,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905204
Bjerke,,,,33385111,4080,SP Bistratified,x86,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905228
Bjerke,,,,33385111,4081,SP Ivy,x100,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905302
Bjerke,,,,33385111,4081,SR Ivy,x101,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905306
Bjerke,,,,33385111,4081,SO Ivy,x99,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905296
Bjerke,,,,33385111,4083,SO Oriens-Bistratified,x112,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905240
Bjerke,,,,33385111,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905256
Bjerke,,,,33385111,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905278
Bjerke,,,,33385111,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905266
Bjerke,,,,33385111,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905288
Bjerke,,,,33385111,4089,SO Recurrent O-LM,x109,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905252
Bjerke,,,,33385111,4089,SO Recurrent O-LM,x109,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905274
Bjerke,,,,33385111,6038,MEC-L3 MEC LIII Superficial Trilayered Interneuron,x199,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906334
Bjerke,,,,33385111,6038,MEC-L3 MEC LIII Superficial Trilayered Interneuron,x199,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906368
Bjerke,,,,33385111,6040,MEC-L3 MEC LIII Superficial Multipolar Interneuron,x196,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906332
Bjerke,,,,33385111,6040,MEC-L3 MEC LIII Superficial Multipolar Interneuron,x196,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906366
Bjerke,,,,33385111,6047,MEC-L3 MEC LIII Multipolar Interneuron,x195,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906330
Bjerke,,,,33385111,6047,MEC-L3 MEC LIII Multipolar Interneuron,x195,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906364
Bjerke,,,,33385111,6048,MEC-L2 LII Axo-axonic,x189,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906324
Bjerke,,,,33385111,6048,MEC-L2 LII Axo-axonic,x189,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906358
Bjerke,,,,33385111,6048,LEC-L2 LII Axo-axonic,x190,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906310
Bjerke,,,,33385111,6048,LEC-L2 LII Axo-axonic,x190,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906344
Bjerke,,,,33385111,6049,LEC-L3 LEC LIII Multipolar Interneuron,x194,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906314
Bjerke,,,,33385111,6049,LEC-L3 LEC LIII Multipolar Interneuron,x194,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906348
Bjerke,,,,33385111,6053,MEC-L2 LII Basket-Multipolar Interneuron,x192,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906328
Bjerke,,,,33385111,6053,MEC-L2 LII Basket-Multipolar Interneuron,x192,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906362
Bjerke,,,,33385111,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906312
Bjerke,,,,33385111,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906346
Bjerke,,,,33385111,6096,MEC-L2 MEC LII Basket,x191,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906326
Bjerke,,,,33385111,6096,MEC-L2 MEC LII Basket,x191,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906360
Bjerke,,,,33385111,3XXX,ca2 slm inhibitory ,x65,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902792
Bjerke,,,,33385111,3XXX,ca2 so inhibitory ,x66,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902794
Bjerke,,,,33385111,3XXX,ca2 sr inhibitory ,x67,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,902796
Bjerke,,,,33385111,5XXX,sp-ins,x135,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905402
Bjerke,,,,33385111,5XXX,sp-ins,x135,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905408
Bjerke,,,,33385111,5XXX,sm-ins,x136,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905404
Bjerke,,,,33385111,5XXX,sm-ins,x136,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905410
Bjerke,,,,33385111,5XXX,pl-ins,x137,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905406
Bjerke,,,,33385111,5XXX,pl-ins,x137,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,905412
Bjerke,,,,33385111,6XXX,MEC-L6 LIV-VI Interneurons,x200,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906336
Bjerke,,,,33385111,6XXX,MEC-L6 LIV-VI Interneurons,x200,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906370
Bjerke,,,,33385111,6XXX,MEC-L5 LIV-VI Interneurons,x201,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906338
Bjerke,,,,33385111,6XXX,MEC-L5 LIV-VI Interneurons,x201,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906372
Bjerke,,,,33385111,6XXX,MEC-L4 LIV-VI Interneurons,x202,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906340
Bjerke,,,,33385111,6XXX,MEC-L4 LIV-VI Interneurons,x202,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906374
Bjerke,,,,33385111,6XXX,LEC-L6 LIV-VI Interneurons,x203,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906316
Bjerke,,,,33385111,6XXX,LEC-L6 LIV-VI Interneurons,x203,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906350
Bjerke,,,,33385111,6XXX,LEC-L5 LIV-VI Interneurons,x204,Bjerke-Leergaard-2020-101906-v24-iScience-TabS1.jpeg,906318
