Hippocampome Type,Unique ID,Supertype ID,Hippocampome Supertype,Cell Counts,Theta Phase,Theta Error,Theta Error Type,Theta N,MVL,MVL Error,MVL Error Type,MVL N,MVL category,Peak correction,LFP site,Shift to CA1:SP,Phase-CA1 (peak 0 deg),Phase-CA1 category,Gamma Phase,Gamma Error,Gamma Error Type,Gamma N,Gamma Peak,Epsilon Phase,Epsilon Error,Epsilon Error Type,Epsilon N,Epsilon Peak,Ripple Phase,Ripple Error,Ripple Error Type,Ripple N,Ripple Peak,SWR Ratio,SWR Ratio Error,SWR Ratio Error Type,SWR Ratio N,SWR Ratio category,Run/Stop Ratio,DS Ratio,DS Ratio Error,DS Ratio Error Type,DS Ratio N,Firing Rate,Firing Rate Error,Firing Rate Error Type,Firing Rate N,Firing Rate Rank,Firing Rate (non-baseline),Firing Rate Error (non-baseline),Firing Rate Error Type (non-baseline),Firing Rate N (non-baseline),Firing Rate Rank (non-baseline),Vrest (mV),Vrest Error (mV),Vrest Error Type,Vrest N,Tau (ms),Tau Error (ms),Tau Error Type,Tau N,APthresh (mV),APthresh Error (mV),APthresh Error Type,APthresh N,fAHP (mV),fAHP Error (mV),fAHP Error Type,fAHP N,APpeak-trough (ms),APpeak-trough Error (ms),APpeak-trough Error Type,APpeak-trough N,Authors,Title,Journal/Book,Year,PMID_or_ISBN,pmid_isbn_page,Figure/Table,Recording assignments,Recording_method,Species,Strain,Gender,Age,Age_type,Behavioral status,Data Mining Method,Comments,Metadata code,Metadata rank,Reference ID,
DG (e)0103 Mossy,1002,S020201,Glutamatergic MC:Mossy:DG,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,1,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APthresh)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""1002125679020100""",1002125679020100
DG (e)0103 Mossy,1002,S020201,Glutamatergic MC:Mossy:DG,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,,1,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (fAHP)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""1002126679020100""",1002126679020100
DG (e)0103 Mossy,1002,S020201,Glutamatergic MC:Mossy:DG,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,1,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APpeak-trough)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""1002127679020100""",1002127679020100
DG (i)2232 Basket,1035,S110701,Perisomatic-targeting:Basket:DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22046274,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,0,Fig 2E (SWR ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,male,adult (4- to 14-month-old),adult,freely moving,PlotDigitizer,identified from Fig 2A,mJAM1,4,"""1035108325110205""",1035108325110205
DG (i)2232 Basket,1035,S110701,Perisomatic-targeting:Basket:DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.56756792,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,0,Fig 2H (DS ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,male,adult (4- to 14-month-old),adult,freely moving,PlotDigitizer,identified from Fig 2A,mJAM1,4,"""1035110325110208""",1035110325110208
DG (i)3303 Total Molecular Layer,1004,S100601,Ivy/Neurogliaform Family:MOPP-like:DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.141645372,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,0,Fig 2E (SWR ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,male,adult (4- to 14-month-old),adult,freely moving,PlotDigitizer,identified from Fig 2B,mJAM1,4,"""1004108325110205""",1004108325110205
DG (i)3303 Total Molecular Layer,1004,S100601,Ivy/Neurogliaform Family:MOPP-like:DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.785714564,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,0,Fig 2H (DS ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,male,adult (4- to 14-month-old),adult,freely moving,PlotDigitizer,identified from Fig 2B,mJAM1,4,"""1004110325110208""",1004110325110208
DG (i)3000 MOPP,1008,S100601,Ivy/Neurogliaform Family:MOPP-like:DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.730769231,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,0,Fig 2E (SWR ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,male,adult (4- to 14-month-old),adult,freely moving,read from text,identified from Fig S1D,mJAM1,4,"""1008108325130000""",1008108325130000
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,-111.220441,61.44545602,SD,451,0.629163964,0.521889555,SD,451,directed,-360,DG:SM/H,-170,78.77955895,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Senzai Y, Buzsáki G",Physiological Properties and Behavioral Correlates of Hippocampal Granule Cells and Mossy Cells,Neuron,2017,28132824,0,Fig S4D (theta mean)@,optotagging of single cell assigned to 1 Hippocampome type,optotagging,mice,C57BL/6J,unknown sex,"24-44 g, 3-11 m old",adult,freely moving,PlotDigitizer,"assume authors' ability to identify principal cells; theta peak angle not reported but previous Buzsaki work such as Mizuseki et al, 2011, uses 0 degrees",mOAU1,8,"""2000105282410403""",2000105282410403
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,0,DG:SM/H,-170,,,109.53846,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Senzai Y, Buzsáki G",Physiological Properties and Behavioral Correlates of Hippocampal Granule Cells and Mossy Cells,Neuron,2017,28132824,0,Fig S4C (gamma)@,optotagging of single cell assigned to 1 Hippocampome type,optotagging,mice,C57BL/6J,unknown sex,"24-44 g, 3-11 m old",adult,freely moving,PlotDigitizer,"assume authors' ability to identify principal cells; theta peak angle not reported but previous Buzsaki work such as Mizuseki et al, 2011, uses 0 degrees",mOAU1,8,"""2000101282410404""",2000101282410404
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,0,DG:SM/H,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6936416,0.5375723,SD,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Senzai Y, Buzsáki G",Physiological Properties and Behavioral Correlates of Hippocampal Granule Cells and Mossy Cells,Neuron,2017,28132824,0,Fig 2A (FR wake)@,optotagging of single cell assigned to 1 Hippocampome type,optotagging,mice,C57BL/6J,unknown sex,"24-44 g, 3-11 m old",adult,freely moving,PlotDigitizer,"assume authors' ability to identify principal cells; theta peak angle not reported but previous Buzsaki work such as Mizuseki et al, 2011, uses 0 degrees",mOAU1,8,"""2000111282410201""",2000111282410201
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,0,DG:SM/H,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66088635,0.58188825,SD,NA,10,,,,,,,,,,,,,,,,,,,,,"Senzai Y, Buzsáki G",Physiological Properties and Behavioral Correlates of Hippocampal Granule Cells and Mossy Cells,Neuron,2017,28132824,0,Fig 2A (FR non-REM@),optotagging of single cell assigned to 1 Hippocampome type,optotagging,mice,C57BL/6J,unknown sex,"24-44 g, 3-11 m old",adult,sleep,PlotDigitizer,"assume authors' ability to identify principal cells; theta peak angle not reported but previous Buzsaki work such as Mizuseki et al, 2011, uses 0 degrees",mOAU1,8,"""2000112282410201""",2000112282410201
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,0,DG:SM/H,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4431599,0.3391137,SD,NA,9,,,,,,,,,,,,,,,,,,,,,"Senzai Y, Buzsáki G",Physiological Properties and Behavioral Correlates of Hippocampal Granule Cells and Mossy Cells,Neuron,2017,28132824,0,Fig 2A (FR REM@),optotagging of single cell assigned to 1 Hippocampome type,optotagging,mice,C57BL/6J,unknown sex,"24-44 g, 3-11 m old",adult,sleep,PlotDigitizer,"assume authors' ability to identify principal cells; theta peak angle not reported but previous Buzsaki work such as Mizuseki et al, 2011, uses 0 degrees",mOAU1,8,"""2000113282410201""",2000113282410201
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,77.29450643,,,1,0.230929392,,,1,directed,0,EC:III,0,77.29450643,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig 3C line (theta mean without error)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""2000101479310303""",2000101479310303
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,22,50,SD,46,0.33,0.12,SD,46,directed,0,CA1:SP,0,22,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (theta mean)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,"no figure, interpretation is solely author-based",rJAM3,25,"""2000101912020200""",2000101912020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,4.578313253,4.173657802,SD,40,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (SWR ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,"no figure, interpretation is solely author-based",rJAM3,25,"""2000108912020200""",2000108912020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,0,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.68,SD,NA,2,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (FR theta@),juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,"no figure, interpretation is solely author-based",rJAM3,25,"""2000114912020200""",2000114912020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,0,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.51,SD,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (FR non-theta - non-sharp wave)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,"no figure, interpretation is solely author-based",rJAM3,25,"""2000111912020200""",2000111912020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,225.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John J Tukker, Bálint Lasztóczi, Linda Katona, J David B Roberts, Eleftheria K Pissadaki, Yannis Dalezios, László Márton, Limei Zhang, Thomas Klausberger, Peter Somogyi",Distinct Dendritic Arborization and in Vivo Firing Patterns of Parvalbumin-Expressing Basket Cells in the Hippocampal Area CA3,Journal of Neuroscience,2013,23595740,0,"text quote, p6816 (gamma mean)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""2000105574030000""",2000105574030000
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,5,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John J Tukker, Bálint Lasztóczi, Linda Katona, J David B Roberts, Eleftheria K Pissadaki, Yannis Dalezios, László Márton, Limei Zhang, Thomas Klausberger, Peter Somogyi",Distinct Dendritic Arborization and in Vivo Firing Patterns of Parvalbumin-Expressing Basket Cells in the Hippocampal Area CA3,Journal of Neuroscience,2013,23595740,0,"text quote, p6818 (SWR ratio)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""2000108574030000""",2000108574030000
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,180.5714286,63.03664845,SD,7,,,,,,0,CA1:SP,0,180.5714286,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(theta mean)@,sharp pipette recording of 7 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000101679020200""",2000101679020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,0.314834073,0.125992493,SD,7,directed,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(MVL mean)@,sharp pipette recording of 7 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000128679020200""",2000128679020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,1.097321572,1.005448173,SD,7,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(SWR ratio)@,sharp pipette recording of 7 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000108679020200""",2000108679020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,0.665365629,0.579103006,SD,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(DS ratio)@,sharp pipette recording of 7 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000110679020200""",2000110679020200
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.244956592,0.930240549,SD,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(FR basal mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000111679020300""",2000111679020300
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,6.1,SD,7,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (Vrest mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000123679020100""",2000123679020100
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,12.9,SD,7,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (Tau mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000124679020100""",2000124679020100
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,2,SD,7,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APthresh mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000125679020100""",2000125679020100
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,1.9,SD,7,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (fAHP mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000126679020100""",2000126679020100
CA3 (e)23223p Pyramidal,2000,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.12,SD,7,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APpeak-trough mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2000127679020100""",2000127679020100
CA3c (e)23223p Pyramidal,2004,S040402,Glutamatergic PC:Pyramidal:CA3,,168,31,SD,4,,,,,,0,CA1:SP,0,168,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(theta mean)@,sharp pipette recording of 7 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2004101679020200""",2004101679020200
CA3c (e)23223p Pyramidal,2004,S040402,Glutamatergic PC:Pyramidal:CA3,,,,,,0.28,0.12,SD,4,directed,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(MVL mean)@,sharp pipette recording of 7 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""2004128679020200""",2004128679020200
