Authors,Titile,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Figure/Table,Quote reference id,Interpretation notes figures,Comments,Inference_flag
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4036,SOM,14,Baude-Klausberger-2007-2094-CerebCortex-Fig6-Cell4036-SOM.jpeg,marker_figure,161234,,,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4078,PV,3,Baude-Klausberger-2007-2094-CerebCortex-Fig6-Cell4078-PV.jpeg,marker_figure,161234,,,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4078,SOM,14,Baude-Klausberger-2007-2094-CerebCortex-Fig6-Cell4078-SOM.jpeg,marker_figure,161234,,,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4080,PV,3,Baude-Klausberger-2007-2094-CerebCortex-Fig6-Cell4080-PV.jpeg,marker_figure,161234,,,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4080,SOM,14,Baude-Klausberger-2007-2094-CerebCortex-Fig6-Cell4080-SOM.jpeg,marker_figure,161234,,,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4036,Cx36,41,Baude-Klausberger-2007-2094-CerebCortex-Fig8-Cell4036-Cx36.jpeg,marker_figure,161236,,This marker is not on Hippocampome.org,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4078,Cx36,41,Baude-Klausberger-2007-2094-CerebCortex-Fig8-Cell4078-Cx36.jpeg,marker_figure,161236,,This marker is not on Hippocampome.org,0
"Baude A, Bleasdale C, Dalezios Y, Somogyi P, Klausberger T.","Immunoreactivity for the GABAA receptor alpha1 subunit, somatostatin and Connexin36 distinguishes axoaxonic, basket, and bistratified interneurons of the rat hippocampus.",Cereb Cortex,2007,17122364,4080,Cx36,41,Baude-Klausberger-2007-2094-CerebCortex-Fig8-Cell4080-Cx36.jpeg,marker_figure,161236,,This marker is not on Hippocampome.org,0
"Blackshaw S, Eliasson MJ, Sawa A, Watkins CC, Krug D, Gupta A, Arai T, Ferrante RJ, Snyder SH.","Species, strain and developmental variations in hippocampal neuronal and endothelial nitric oxide synthase clarify discrepancies in nitric oxide-dependent synaptic plasticity.",Neuroscience,2003,12831857,2000,nNOS,19,Blackshaw-Snyder-2003-979-v119-Neurosci-Fig1-Cell2000-nNOS.jpeg,marker_figure,510008,,,0
"Blackshaw S, Eliasson MJ, Sawa A, Watkins CC, Krug D, Gupta A, Arai T, Ferrante RJ, Snyder SH.","Species, strain and developmental variations in hippocampal neuronal and endothelial nitric oxide synthase clarify discrepancies in nitric oxide-dependent synaptic plasticity.",Neuroscience,2003,12831857,2004,nNOS,19,Blackshaw-Snyder-2003-979-v119-Neurosci-Fig1-Cell2004-nNOS.jpeg,marker_figure,510008,,,0
"Blackshaw S, Eliasson MJ, Sawa A, Watkins CC, Krug D, Gupta A, Arai T, Ferrante RJ, Snyder SH.","Species, strain and developmental variations in hippocampal neuronal and endothelial nitric oxide synthase clarify discrepancies in nitric oxide-dependent synaptic plasticity.",Neuroscience,2003,12831857,4000,nNOS,19,Blackshaw-Snyder-2003-979-v119-Neurosci-Fig1-Cell4000-nNOS.jpeg,marker_figure,510008,,,0
"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,4000,CB1,4,Boscia-Pellegrini-Giampietro-2008-428-Neuropharmacology-Fig4-Cell4000-CB1.jpeg,marker_figure,161122,,,0
"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,4000,mGluR1a,9,Boscia-Pellegrini-Giampietro-2008-428-Neuropharmacology-Fig4-Cell4000-mGLuR1a.jpeg,marker_figure,161122,,,0
"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,4000,CCK,11,Boscia-Pellegrini-Giampietro-2008-428-Neuropharmacology-Fig5AC-Cell4000-CCK.jpeg,marker_figure,161126,,,0
"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,4000,mGluR1a,9,Boscia-Pellegrini-Giampietro-2008-428-Neuropharmacology-Fig5AC-Cell4000-mGLuR1a.jpeg,marker_figure,161127,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,1000,vGlut1,66,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig1-Cell1000-VGLUT1.jpeg,marker_figure,162024,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,2000,vGlut1,66,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig1-Cell2000-VGLUT1.jpeg,marker_figure,162024,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,2004,vGlut1,66,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig1-Cell2004-VGLUT1.jpeg,marker_figure,162024,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,3000,vGlut1,66,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig1-Cell3000-VGLUT1.jpeg,marker_figure,162024,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,4000,vGlut1,66,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig1-Cell4000-VGLUT1.jpeg,marker_figure,162024,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,1000,vGAT,58,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig4-Cell1000-VGAT.jpeg,marker_figure,162023,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,2004,vGAT,58,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig4-Cell2004-VGAT.jpeg,marker_figure,162023,,,0
"Boulland JL, Ferhat L, Tallak Solbu T, Ferrand N, ChaudhrP FA, Storm-Mathisen J, Esclapez M.",Changes in vesicular transporters for gamma-aminobutPric acid and glutamate reveal vulnerabilitP and reorganization of hippocampal neurons following pilocarpine-induced seizures.,J Comp Neurol,2007,17503488,4000,vGAT,58,Boulland-Esclapez-2007-466-v503-JCompNeurol-Fig4-Cell4000-VGAT.jpeg,marker_figure,162023,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,1000,vGAT,58,Boulland-Chaudry-2009-241-CerebCortex-Fig2-Cell1000-VGAT.jpeg,marker_figure,161882,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,1000,vGluT2,31,Boulland-Chaudry-2009-241-CerebCortex-Fig2-Cell1000-VGLUT2.jpeg,marker_figure,161882,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,3000,vGAT,58,Boulland-Chaudry-2009-241-CerebCortex-Fig2-Cell3000-VGAT.jpeg,marker_figure,161882,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,3000,vGluT2,31,Boulland-Chaudry-2009-241-CerebCortex-Fig2-Cell3000-VGLUT2.jpeg,marker_figure,161882,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,1000,CCK,11,Boulland-Chaudry-2009-241-CerebCortex-Fig5-Cell1000-CCK.jpeg,marker_figure,161884,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,1000,vGAT,58,Boulland-Chaudry-2009-241-CerebCortex-Fig5-Cell1000-VGAT.jpeg,marker_figure,161884,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,1000,vGluT2,31,Boulland-Chaudry-2009-241-CerebCortex-Fig5-Cell1000-VGLUT2.jpeg,marker_figure,161884,,,0
"Boulland JL, Jenstad M, Boekel AJ, Wouterlood FG, Edwards RH, Storm-Mathisen J, Chaudhry FA.",Vesicular glutamate and GABA transporters sort to distinct sets of vesicles in a population of presynaptic terminals.,Cereb Cortex,2009,18502731,1000,vGluT3,10,Boulland-Chaudry-2009-241-CerebCortex-Fig5-Cell1000-VGLUT3.jpeg,marker_figure,161884,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,1000,CCK,11,Brene-Persson-1992-611-v50-n3-Neurosci-Fig2-Cell1000-CCK.jpeg,marker_figure,162014,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,2000,CCK,11,Brene-Persson-1992-611-v50-n3-Neurosci-Fig2-Cell2000-CCK.jpeg,marker_figure,162014,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,2004,CCK,11,Brene-Persson-1992-611-v50-n3-Neurosci-Fig2-Cell2004-CCK.jpeg,marker_figure,162014,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,3000,CCK,11,Brene-Persson-1992-611-v50-n3-Neurosci-Fig2-Cell3000-CCK.jpeg,marker_figure,162014,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,4000,CCK,11,Brene-Persson-1992-611-v50-n3-Neurosci-Fig2-Cell4000-CCK.jpeg,marker_figure,162014,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,1000,PPTA,29,Brene-Persson-1992-611-v50-n3-Neurosci-Fig3-Cell1000-PPTA.jpeg,marker_figure,162015,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,2000,PPTA,29,Brene-Persson-1992-611-v50-n3-Neurosci-Fig3-Cell2000-PPTA.jpeg,marker_figure,162015,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,2004,PPTA,29,Brene-Persson-1992-611-v50-n3-Neurosci-Fig3-Cell2004-PPTA.jpeg,marker_figure,162015,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,3000,PPTA,29,Brene-Persson-1992-611-v50-n3-Neurosci-Fig3-Cell3000-PPTA.jpeg,marker_figure,162015,,,0
"Brene S, Lindefors N, Ballarin M, Persson H.",Kainic acid-mediated increase of preprotachPkinin-A messenger RNA expression in the rat hippocampus and a region-selective attenuation bP dexamethasone.,Neuroscience,1992,1436505,4000,PPTA,29,Brene-Persson-1992-611-v50-n3-Neurosci-Fig3-Cell4000-PPTA.jpeg,marker_figure,162015,,,0
"Brenneke F, Bukalo O, Dityatev A, Lie AA.","Mice deficient for the extracellular matrix glycoprotein tenascin-r show physiological and structural hallmarks of increased hippocampal excitability, but no increased susceptibility to seizures in the pilocarpine model of epilepsy.",Neuroscience,2004,15026125,1000,Caln,65,Brenneke-Lie-2004-841-Neuroscience-Fig4-Cell1000-caln.jpeg,marker_figure,162012,,,0
"Brenneke F, Bukalo O, Dityatev A, Lie AA.","Mice deficient for the extracellular matrix glycoprotein tenascin-r show physiological and structural hallmarks of increased hippocampal excitability, but no increased susceptibility to seizures in the pilocarpine model of epilepsy.",Neuroscience,2004,15026125,2000,Caln,65,Brenneke-Lie-2004-841-Neuroscience-Fig4-Cell2000-caln.jpeg,marker_figure,162012,,,0
"Brenneke F, Bukalo O, Dityatev A, Lie AA.","Mice deficient for the extracellular matrix glycoprotein tenascin-r show physiological and structural hallmarks of increased hippocampal excitability, but no increased susceptibility to seizures in the pilocarpine model of epilepsy.",Neuroscience,2004,15026125,2004,Caln,65,Brenneke-Lie-2004-841-Neuroscience-Fig4-Cell2004-caln.jpeg,marker_figure,162012,,,0
"Brenneke F, Bukalo O, Dityatev A, Lie AA.","Mice deficient for the extracellular matrix glycoprotein tenascin-r show physiological and structural hallmarks of increased hippocampal excitability, but no increased susceptibility to seizures in the pilocarpine model of epilepsy.",Neuroscience,2004,15026125,3000,Caln,65,Brenneke-Lie-2004-841-Neuroscience-Fig4-Cell3000-caln.jpeg,marker_figure,162012,,,0
"Brenneke F, Bukalo O, Dityatev A, Lie AA.","Mice deficient for the extracellular matrix glycoprotein tenascin-r show physiological and structural hallmarks of increased hippocampal excitability, but no increased susceptibility to seizures in the pilocarpine model of epilepsy.",Neuroscience,2004,15026125,4000,Caln,65,Brenneke-Lie-2004-841-Neuroscience-Fig4-Cell4000-caln.jpeg,marker_figure,162012,,,0
"Brenneke F, Bukalo O, Dityatev A, Lie AA.","Mice deficient for the extracellular matrix glycoprotein tenascin-r show physiological and structural hallmarks of increased hippocampal excitability, but no increased susceptibility to seizures in the pilocarpine model of epilepsy.",Neuroscience,2004,15026125,1000,CR,2,Brenneke-Lie-2004-841-Neuroscience-Fig8-Cell1000-CR.jpeg,marker_figure,161764,,,0
